company_name|category|sub_category|area|address|website|phone|email|source_url|source_type|size_hint|hardware_need|buying_trigger|expansion_signal|lead_score|priority_tier|contact_approach|verification_status|notes
Mantra Diamond|Diamond/Jewellery/Textile Micro-SME|Lab-grown/CVD diamond manufacturer|Katargam|3rd Floor, Room No-6, Rudra Diamond Building, Karshan Bhai Ni Chawl, Vasta Devi Katargam Road, Near Kiran Hospital, Katargam, Surat - 395003|mantradiamond.in||||https://www.mantradiamond.in/cvd-diamond.html|Company website|Small CVD/LGD manufacturer (Katargam)|planning/billing PCs; CCTV (critical); networking + Wi-Fi; NAS; AMC|Round CVD/LGD manufacturer; grading/inventory data|Small grower; data + stock security relevance|60|C|Contact via website form (no phone in snippet)|Existence-verified (contact pending)|Phone not in snippet; address verified; CVD round LGD manufacturer Katargam
Sai Dresses|Diamond/Jewellery/Textile Micro-SME|Dress-material/salwar wholesaler (proprietorship)|Ring Road|5th Floor Auditorium Hall, Surat Textile Market, Near Tex Palazzo Hotel, Ring Road, Surat - 395002|saidresses.com|9099763957|sdresses27@gmail.com|https://saidresses.com/contact_us|Company website|Proprietor wholesaler est 2002 (suits/kurtis)|billing PCs; CCTV; networking + Wi-Fi; NAS; AMC|Wholesale dress-material trader; online catalog ops|Multi-channel (YouTube/FB) seller = network/billing spend|66|B|Mr. Mayuri Suthar (proprietor)|Contact found|Phone 9099763957; alt 99243 24455, 96875 61855; est 2002; salwar/kurti wholesaler
Carat Line Diamond|Diamond/Jewellery/Textile Micro-SME|Lab-grown/CVD diamond manufacturer|Varachha|Shop No. 78, 1st Floor, Mahatma Industrial Society, Varachha Road, Varachha, Surat - 395006|caratlinediamond.in||||https://caratlinediamond.in/|Company website|Small LGD manufacturer/supplier|planning/billing PCs; CCTV (critical); networking + Wi-Fi; NAS; AMC|Wholesale LGD to retailers/jewelers; inventory data|Manufacturer selling wholesale = grading data + stock security|60|C|Website enquiry form (no phone in snippet)|Existence-verified (contact pending)|Phone not exposed; address verified; eco-friendly LGD wholesale manufacturer Varachha
Sculptoris Innovation|Diamond/Jewellery/Textile Micro-SME|Jewellery CAD/CAM & 3D-print unit|Bhagal|301, Golden Point, Parsi Sheri, Navapura Bhagal, Surat - 395003|indiamart.com/sculptorisinnovation|8043813037||https://www.indiamart.com/sculptorisinnovation/profile.html|IndiaMART (search snippet)|Small CAD/CAM machine + service unit|jewellery-CAD workstations/PCs; CCTV; networking + Wi-Fi; NAS; AMC|Sells CAD/CAM machines + design services; new Gems Park HO|Expanding (2nd office in Hira Bourse, Ichhapore G&J Park)|66|B|Owner (Sculptoris Innovation)|Contact found|Phone 8043813037; CAD/CAM machines + 3D-print resin; workstation-heavy buyer
Artistic Designing Studio|Diamond/Jewellery/Textile Micro-SME|Textile design/CAD studio (jacquard)|Sachin GIDC|FF6 B-Bul, Laxmi Villa Township, Above Union Bank, GIDC Sachin, Surat - 394230|artisticdesigningstudio.com||||https://www.artisticdesigningstudio.com/|Company website|Small CAD textile design studio (est 2018)|design CAD PCs/workstations; CCTV; networking + Wi-Fi; NAS; AMC|Rapier jacquard + saree/garment CAD design studio|Founded 2018 by 2 partners; design-file NAS + workstation need|62|B|Chetan Bhanderi / Vijay Patel (founders)|Existence-verified (contact pending)|Founders Chetan Bhanderi & Vijay Patel (est 2018); phone via website form; CAD jacquard/saree design
Jacquard Design Studio|Diamond/Jewellery/Textile Micro-SME|Textile design/CAD studio (jacquard)|Surat|Surat (Ring Road textile design cluster)|||9737547288||https://www.pinterest.com/pin/810085051732802092/|Pinterest (studio listing)|Small jacquard CAD design studio|design CAD PCs/workstations; CCTV; networking + Wi-Fi; NAS; AMC|Jacquard textile CAD design service|Owner-run design studio = workstation + design-file NAS|61|B|Studio contact line listed|Contact found|Phone +91 97375 47288 from studio listing; jacquard CAD design
Soham Industrial Diamonds|Diamond/Jewellery/Textile Micro-SME|Diamond polishing/powder & seed jobwork unit|Katargam|Ground Floor, A/43, Laxmikant Ashram Road, Vaikunthdham Society, Katargam, Surat - 395004|sohamindustrialdiamonds.com|9427113859|mayur@diamondpowder.in|https://www.sohamindustrialdiamonds.com/contact_us.html|Company website|Small mfr est 2010 (diamond/powder, seed polish)|CCTV (critical); planning/billing PCs; networking + Wi-Fi; NAS; AMC|Diamond + powder mfr, CVD seed polishing jobwork; hiring|Active jobs page = growth; ISO 9001 small unit|68|B|Mayur / Haresh (owners)|Contact found|4 lines (9427113859, 9327722280, 9428147379, 0261-2489074); ISO 9001; CVD seed polish jobwork
A One Tex|Diamond/Jewellery/Textile Micro-SME|Saree/dress-material wholesaler|Ring Road|Surat Textile Market area, Ring Road, Surat|indiamart.com/aone-tex||||https://www.indiamart.com/aone-tex/|IndiaMART (search snippet)|Small georgette saree + dress-material wholesaler|billing PCs; CCTV; networking + Wi-Fi; AMC|Georgette saree + printed dress-material wholesaler|Owner-run market shop; catalog selling = billing/network|58|C|Proprietor (A One Tex)|Existence-verified (contact pending)|Phone not in snippet; georgette saree + dress-material wholesaler, Ring Road market
Diamond Elements Pvt Ltd|Diamond/Jewellery/Textile Micro-SME|Lab-grown/CVD diamond & seed manufacturer|Citylight|2nd Floor, Sham House, Opp Science Center, Citylight, Surat - 395007|diamondelements.com|9909003806||http://www.diamondelements.com/contact-us.html|Company website|SME CVD diamond + seed manufacturer (est 2015)|planning/billing PCs; CCTV (critical); networking + Wi-Fi; NAS; AMC|CVD diamonds + CVD seed mfr; grading lab + inventory data|Manufacturer + seed supplier = data + stock security spend|70|B|Sales line listed (Diamond Elements)|Contact found|Phone +91 9909003806; CVD diamonds + seeds; high NAS/CCTV relevance; est 2015
Maulshree Jewellery|Diamond/Jewellery/Textile Micro-SME|Jewellery 3D-CAD/rendering studio|Mota Varachha|301, ABC-2, Near Sudama Chowk, Mota Varachha, Surat - 394101|maulshreejewellery.com|8866487117|maulshreejewellery@gmail.com|https://www.maulshreejewelleryrendering.com/contact-us/|Company website|Small jewellery 3D-CAD/rendering studio|jewellery-CAD/render workstations; CCTV; networking + Wi-Fi; NAS; AMC|3D modelling/rendering/visualization services = workstation-heavy|GPU-render studio = high-spec PC + NAS for render files|66|B|Owner (Maulshree, 3D render)|Contact found|Phone +91 88664 87117; 3D modelling/rendering = render-grade workstation + NAS buyer
Abhishek Designer Collection|Diamond/Jewellery/Textile Micro-SME|Embroidery design studio|Katargam|Shop No 122, 1st Floor, Royal Plaza, Ved Road, Opp Akhandanand College, Katargam, Surat - 395004||||https://www.justdial.com/Surat/Abhishek-Designer-Collection-Ved-Road-Katargam/0261PX261-X261-110309193344-U2E1_BZDET|JustDial|Small embroidery design studio (est 2007)|design CAD PCs; CCTV; networking + Wi-Fi; NAS; AMC|Embroidery design services; design-file storage need|Owner-run design studio (est 2007); design-file NAS need|58|C|Owner (Abhishek Designer)|Existence-verified (contact pending)|Phone not in snippet; embroidery design studio Ved Road; est 2007; 5.0 rating
Pansuriya Enterprise|Diamond/Jewellery/Textile Micro-SME|Diamond cutting job-work unit|Varachha|A-4/5, Khodiyar Nagar Society, Khodiyar Nagar Road, Varachha Road, Surat - 395006||||https://www.justdial.com/Surat/Pansuriya-Enterprise-Varachha-Road/0261PX261-X261-140726213201-K8X6_BZDET|JustDial|Small diamond cutting job-work unit (est 2014)|CCTV (critical); planning PCs; networking + Wi-Fi; AMC|Diamond cutting jobwork; owner-run ghanti|Owner-run jobwork unit (est 2014); core-Surat cutting|58|C|Owner (Pansuriya Enterprise)|Existence-verified (contact pending)|Phone behind JustDial Show Number; est 2014; cutting jobwork Varachha
S J Company|Diamond/Jewellery/Textile Micro-SME|Diamond cutting job-work unit|Varachha (Mini Bazar)|307, Rajhansh Tower, Mini Bazar, Varachha Road, Surat - 395006||||https://www.justdial.com/Surat/S-J-Company-Varachha-Road/0261PX261-X261-140726214739-D8A7_BZDET|JustDial|Small diamond cutting job-work unit (est 2014)|CCTV (critical); planning PCs; networking + Wi-Fi; AMC|Diamond cutting jobwork; owner-run unit Mini Bazar|Owner-run jobwork unit (est 2014)|57|C|Owner (S J Company)|Existence-verified (contact pending)|Phone behind JustDial Show Number; est 2014; cutting jobwork Mini Bazar
Aastha Diamond Manufacturing|Diamond/Jewellery/Textile Micro-SME|Diamond cutting/polishing job-work unit|Surat|Surat, Gujarat (diamond cutting/polishing job-work)|indiamart.com/aasthadiamondmanufacturing|||https://www.indiamart.com/aasthadiamondmanufacturing/job-working.html|IndiaMART (search snippet)|Sole proprietorship est 1982 (loose/rough/polished)|CCTV (critical); planning/billing PCs; networking + Wi-Fi; NAS; AMC|Round-cut + GIA-3X polishing jobwork; cutting jobwork|Established proprietor unit; jobwork + trading|60|C|Mr. Ankit Dhirubhai Kanani (proprietor)|Existence-verified (contact pending)|Phone behind View Mobile; proprietor Ankit Kanani; round-cut + GIA-3X jobwork; est 1982
SK Diam (S K Diam)|Diamond/Jewellery/Textile Micro-SME|Lab-grown/CVD diamond manufacturer|Varachha (Mini Bazar)|1st Floor, Sy No 19/A, Plot No. 30+31, Mohan Nagar, Varachha Road, Near Mini Bazar, Surat - 395006|skdiam.net|8045802722||https://www.skdiam.net/lab-grown-cvd-diamond.html|Company website|Proprietor firm est 1985 (loose/synthetic diamond)|planning/billing PCs; CCTV (critical); networking + Wi-Fi; NAS; AMC|CVD/HPHT/LGD polished mfr; inventory + grading data|Established proprietor grower; Mini Bazar core location|70|B|Kirankumar Suthar (CEO) / Naresh Dholariya (owner)|Contact found|Phone +91 8045802722; proprietor firm est 1985; CVD/LGD; Mini Bazar Varachha
Kiran Jewelry|Diamond/Jewellery/Textile Micro-SME|Diamond jewellery manufacturer|Varachha|Varachha Road, Surat|indiamart.com/kiran-jewelry||||https://www.indiamart.com/kiran-jewelry/aboutus.html|IndiaMART (search snippet)|Small diamond & diamond-studded gold jewellery mfr|jewellery-CAD/billing PCs; CCTV (critical); networking; NAS; AMC|Diamond + diamond-studded gold jewellery mfr|Owner-run jewellery mfr; high-value stock = CCTV/NAS|60|C|Owner (Kiran Jewelry)|Existence-verified (contact pending)|Phone behind View Mobile; small diamond jewellery mfr Varachha (NOT Kiran Gems)
Rahi Impex|Diamond/Jewellery/Textile Micro-SME|Lab-grown/CVD diamond manufacturer|Mahidharpura|410-418, 4th Floor, Shree Hari Building, Opp Shryu Building, Jadakhadi, Mahidharpura, Surat - 395003|rahiimpex.in|9712433366||https://www.rahiimpex.in/contact/|Company website|Sole proprietorship est 2019 (CVD/HPHT/LGD)|planning/billing PCs; CCTV (critical); networking + Wi-Fi; NAS; AMC|CVD/HPHT/LGD manufacturer; online inventory portal|Has online inventory portal = networking/NAS/data spend|72|B|Mr. Hiren Patel (owner)|Contact found|Phone +91 97124 33366; sole proprietor est 2019; online inventory = strong IT need; Mahidharpura
Bhanderi Lab Grown Diamonds LLP|Diamond/Jewellery/Textile Micro-SME|Lab-grown/CVD diamond manufacturer|Katargam|Akshar Building, 4th Floor, BLGD Corporation, Opp Mehta Petrol Pump, Katargam, Surat - 395004|blgdlab.com||||https://www.indiamart.com/bhanderi-lab-grown-diamonds-llp/|IndiaMART (search snippet)|SME LLP est 2013 (CVD grower + jewelry)|planning/billing PCs; CCTV (critical); networking + Wi-Fi; NAS; AMC|CVD grower; exhibition participant (Sparkle) = growth|Exhibits at trade shows; expanding CVD grower|66|B|Snehal Patel Dungrani (CEO)|Existence-verified (contact pending)|Phone not in snippet; CEO Snehal Patel Dungrani; est 2013; CVD grower Katargam
Keshav Madhav Fashion|Diamond/Jewellery/Textile Micro-SME|Saree/dress-material wholesaler|Udhna|Shop No 7144, Millennium Textile Market-4, Udhna, Surat - 394210|keshavmadhavfashion.com|8047633966||https://www.keshavmadhavfashion.com/|Company website|SME fancy-saree + dress-material wholesaler|billing PCs; CCTV; networking + Wi-Fi; NAS; AMC|Fancy saree + lace-border saree + lehenga wholesaler|Multi-channel (YouTube) catalog seller = billing/network|62|B|Sales line (Keshav Madhav)|Contact found|Phone 8047633966; alt 9377341455, 7819063994; fancy saree + dress-material wholesaler
Riddhi Siddhi Fashion|Diamond/Jewellery/Textile Micro-SME|Saree wholesaler (georgette)|Salabatpura|2nd Floor, Shop No Y-3186, Surat Textile Market, Ring Road, Salabatpura, Surat - 395002|riddhisiddhifashion.com|8048267021||https://www.riddhisiddhifashion.com/|Company website|SME georgette saree wholesaler|billing PCs; CCTV; networking + Wi-Fi; AMC|Georgette saree wholesaler in core Ring Road market|Owner-run market shop; catalog selling = billing/network|60|B|Sales line (Riddhi Siddhi)|Contact found|Phone 8048267021; georgette saree wholesaler; Salabatpura Ring Road market
Bhavy Enterprise|Diamond/Jewellery/Textile Micro-SME|Saree/dress-material wholesaler|Surat|Surat Textile Market area, Surat|indiamart.com|7942784167||https://dir.indiamart.com/surat/surat-saree.html|IndiaMART (search snippet)|SME saree/dress-material wholesaler|billing PCs; CCTV; networking + Wi-Fi; AMC|Affordable saree wholesaler (IndiaMART)|Owner-run market shop; catalog selling = billing/network|57|C|Sales line (Bhavy Enterprise)|Contact found|Phone 7942784167; saree wholesaler; address detail pending
LD Creation|Diamond/Jewellery/Textile Micro-SME|Embroidery job-work + dress-material unit|Dabholi|A-901, Om Heritage, Near Cancer Hospital, Dabholi, Surat - 395004|ldcreation.in||||https://www.ldcreation.in/|Company website|Proprietor firm est 2019 (embroidery + suits)|design CAD PCs; CCTV; networking + Wi-Fi; NAS; AMC|Computerized embroidery jobwork + Pakistani suits/saree|Young proprietor firm (est 2019); embroidery + trading|60|C|Proprietor (LD Creation)|Existence-verified (contact pending)|Phone via website/IndiaMART; est 2019; computerized embroidery jobwork + dress trading
Shiv Krishna Diamond|Diamond/Jewellery/Textile Micro-SME|Lab-grown diamond & jewellery manufacturer|Katargam|No.31, Gayatri Nagar Soc-5, Gayatri Nagar, Near Hari Om Bungalows, Katargam, Surat - 395004|shivkrishnadiamond.com|8147455258||https://www.indiamart.com/shiv-krishna-diamond/|IndiaMART (search snippet)|Partnership firm est 2016 (LGD + jewellery)|planning/billing PCs; CCTV (critical); networking + Wi-Fi; NAS; AMC|LGD + black/round loose diamond + jewellery trading|Owner-run partnership est 2016; LGD + jewellery growth|68|B|Mr. Lav Meruliya (partner)|Contact found|Phone 08147455258; partner Lav Meruliya; est 2016; LGD + jewellery; Katargam
Sareeka Sarees|Diamond/Jewellery/Textile Micro-SME|Saree wholesaler/retailer (online)|Surat|802 Wing-A, Anand Mahal App., Opp Shreeji Arcade, Surat - 395009|sareeka.com|7567833344||https://www.sareeka.com/contact-us|Company website|SME saree wholesaler + online retail|billing PCs; CCTV; networking + Wi-Fi; NAS; AMC|Online + wholesale saree seller; e-commerce ops|E-commerce saree retailer = networking/NAS/billing spend|64|B|Sales line (Sareeka)|Contact found|Phone 7567833344, alt 7567633344; online saree retailer + wholesaler; e-commerce IT need
Elvee Jewels Pvt Ltd|Diamond/Jewellery/Textile Micro-SME|Jewellery (gold/diamond) manufacturer|Katargam|164, Pramukh Darshan, 4th Floor, Opp Katargam Community Hall, Vasta Devdi Road, Gotalavadi, Katargam, Surat - 395004|||0261-6105100||https://www.justdial.com/Surat/1-Gram-Gold-Jewellery-Manufacturers-in-Katargam/nct-11245053|JustDial|SME jewellery manufacturer (Katargam)|jewellery-CAD/billing PCs; CCTV (critical); networking + Wi-Fi; NAS; AMC|Gold/diamond jewellery manufacturing; high-value stock|Owner-run jewellery mfr; CCTV/billing/AMC need|64|B|Mr. Kalpesh Vaghasiya (contact)|Contact found|Landline 0261-6105100; contact Kalpesh Vaghasiya; gold/diamond jewellery mfr Katargam
Bhagwati Sarees|Diamond/Jewellery/Textile Micro-SME|Saree wholesaler/manufacturer (georgette/silk)|Surat|Surat Textile Market area, Surat|indiamart.com/bhagwatisarees-surat||||https://www.indiamart.com/bhagwatisarees-surat/|IndiaMART (search snippet)|Proprietor firm est 2019 (silk/georgette saree)|billing PCs; CCTV; networking + Wi-Fi; AMC|Silk + georgette saree mfr/wholesaler/trader|Young proprietor firm (est 2019); catalog selling|58|C|Proprietor (Bhagwati Sarees)|Existence-verified (contact pending)|Phone behind View Mobile; proprietor firm est 2019; silk + georgette saree
Nakrani Gold|Diamond/Jewellery/Textile Micro-SME|Jewellery manufacturer/retail shop (gold)|Katargam|Ankur Char Rasta, Near Patidar Samaj Vadi, Aamba Talavadi, Bhakti Nandan Society, Katargam, Surat - 395004|nakranigold.com|8128826500||https://www.nakranigold.com/pages/contact|Company website|Owner-run jewellery shop + manufacturer|billing PCs; CCTV (critical); networking + Wi-Fi; NAS; AMC|Gold jewellery mfr + retail shop; high-value stock|Owner-run jeweller; showroom CCTV/billing/AMC need|64|B|Owner (Nakrani Gold)|Contact found|Phone 081288 26500; gold jewellery mfr + shop Katargam; showroom security need
RK Gems / Shiv Bhavani related (RK Gems)|Diamond/Jewellery/Textile Micro-SME|Lab-grown/synthetic diamond manufacturer|Katargam|Katargam, Surat - 395004|indiamart.com/rk-gems-surat||||https://www.indiamart.com/rk-gems-surat/|IndiaMART (search snippet)|Proprietor synthetic/loose diamond unit|planning/billing PCs; CCTV (critical); networking + Wi-Fi; NAS; AMC|Synthetic + loose diamond manufacturing|Owner-run synthetic diamond unit; stock + data security|58|C|Proprietor (RK Gems)|Existence-verified (contact pending)|Phone behind View Mobile; synthetic + loose diamond mfr Katargam
