company_name|category|sub_category|area|address|website|phone|email|source_url|source_type|size_hint|hardware_need|buying_trigger|expansion_signal|lead_score|priority_tier|contact_approach|verification_status|notes
Shree Swami Atmanand Saraswati Institute of Technology (SSASIT)|Education|Engineering College|Kapodra, Varachha Road|SSAS Vidhya Sankul, Kapodra, Varachha Road, Surat-395006|ssasit.ac.in|0261-2573552|admin@ssasit.ac.in|https://ssasit.ac.in/|Official site|Mid-large engineering college (est. 2009)|computer-lab desktops (bulk); lab servers; campus networking + Wi-Fi; CCTV; AMC|Engineering labs; accreditation-driven upgrades|Vidhya Sankul multi-institution campus|78|A|Principal / IT Head|Contact found|Part of large education campus; recurring lab refresh
Dr. S. & S.S. Ghandhy Government Engineering College|Education|Engineering College (Govt)|Majura Gate|Opp. RTO Office, Majura Gate, Ring Road, Surat-395001|gecsurat.ac.in|0261-2653139|gec_deg_surat@yahoo.com|http://www.gecsu.cteguj.in/contact/|Govt (CTE Gujarat) site|Large govt engineering college|computer-lab desktops (bulk); lab servers; campus networking + Wi-Fi; CCTV; AMC|Govt-funded lab modernization; AICTE/NBA|Govt budget-driven IT upgrades|80|A|Principal / IT Head|Contact found|Govt institution; tenders for bulk desktop/lab procurement
Bhagwan Mahavir College of Engineering & Technology (BMCET)|Education|Engineering College|Vesu, Bharthana|Sr. No. 149, VIP Road, Bharthana, Vesu, Surat-395017|bmefcolleges.edu.in|0261-3247110|director.eng@bmefcolleges.edu.in|https://www.allschoolscolleges.com/college/bhagwan-mahavir-college-of-engineering-and-technology-surat|AllSchoolsColleges + FB|Mid-large engineering college|computer-lab desktops (bulk); lab servers; campus networking + Wi-Fi; CCTV; AMC|Part of growing Bhagwan Mahavir education group|Group campus expansion in Vesu|77|A|Principal / IT Head|Contact found|Under BMEF group alongside BMU; bulk lab demand
Vidhyadeep Institute of Engineering & Technology (VIET)|Education|Engineering College|Kim/Olpad (South Gujarat)|Vidhyadeep Campus, Anita, Kim-Vadoli Road, Ta-Olpad, Surat-394540|vidhyadeepuni.ac.in|8828912891|info@vidhyadeepuni.ac.in|https://vidhyadeepuni.ac.in/contact.php|Official site|Mid-large (constituent of Vidhyadeep University)|computer-lab desktops (bulk); lab servers; campus networking + Wi-Fi; CCTV; AMC|Constituent of new Vidhyadeep University; 13-acre campus|University-status growth & new programs|76|A|Principal / Director / IT Head|Contact found|Engineering+management labs on large campus
Vidhyadeep University|Education|University (Private)|Kim/Olpad (South Gujarat)|Vidhyadeep Campus, Anita, Kim-Vadoli Road, Ta-Olpad, Surat-394540|vidhyadeepuni.ac.in|8828912891|info@vidhyadeepuni.ac.in|https://vidhyadeepuni.ac.in/contact.php|Official site|Growing private university|computer-lab desktops (bulk); lab servers/storage; campus networking + Wi-Fi; CCTV; smart-class; AMC|New private university scaling programs/seats|University build-out|78|A|Registrar / IT Head|Contact found|Parent body of VIET; multi-faculty bulk demand
N. G. Patel Polytechnic|Education|Polytechnic/Diploma|Bardoli/Afwa (South Gujarat)|At Isroli (Tajpore), PO Afwa, Bardoli-Navsari Road, Ta-Bardoli-394620, Surat|ngpatelpoly.ac.in|02622-291106|svpess@yahoo.com|https://ngpatelpoly.ac.in/|Official site|Large polytechnic (est. 1997)|computer-lab desktops (bulk); lab servers; networking + Wi-Fi; CCTV; AMC|Diploma engineering labs; AICTE-driven upgrades|Steady diploma intake|74|B|Principal / IT Head|Contact found|Diploma CSE/IT labs need regular desktop refresh
Government Polytechnic, Surat|Education|Polytechnic/Diploma (Govt)|Majura Gate|Majura Gate, Ring Road, Surat-395001|gpsurat.cteguj.in|0261-2655799||https://shikshan.org/colleges-courses/gujarat-surat_district-colleges-engineering-polytechnic-government/|Shikshan directory|Large govt polytechnic|computer-lab desktops (bulk); lab servers; networking + Wi-Fi; CCTV; AMC|Govt-funded lab modernization; multiple diploma branches|Govt budget IT procurement|75|A|Principal / IT Head|Existence-verified (contact pending)|Govt diploma college; tender-based bulk procurement
Delhi Public School (DPS) Surat|Education|School (CBSE)|Dumas Road / Vesu / Tapi (multi-campus)|Near Airport, Surat-Dumas Road, Post Gavier, Surat-394550|dpssurat.net|0261-2204500|principal@dpstapi.net|https://www.dpssurat.net/|Official site|Very large CBSE school (multi-campus)|computer-lab desktops (bulk); smart-class panels/projectors; campus networking + Wi-Fi; CCTV; AMC|Multiple campuses; digital-classroom rollouts|Multi-campus growth|82|A|Principal / Admin / IT Coordinator|Contact found|Large CBSE; computer labs + smart classes across campuses
L. P. Savani International School|Education|School (CBSE)|Pal, Adajan|T.P.-10, L.P.Savani Gauravpath Road, Pal, Adajan, Surat-394510|lpsipal.edu.in||shrivastavrajiv@yahoo.com|https://lpsipal.edu.in/|Official site|Large CBSE school (est. 2011)|computer-lab desktops (bulk); smart-class panels/projectors; networking + Wi-Fi; CCTV; AMC|Growing CBSE group (Savani trust)|Multiple Savani-group campuses|78|A|Principal / Admin / IT Coordinator|Contact found|Phone not clearly listed on source; email captured
Maharaja Agrasen International School (MAIS)|Education|School (CBSE/CIPP)|Narthan, Olpad|Block 467, Village Narthan, Jahangirpura, Dandi Road, Ta-Olpad, Surat-395005|maisedu.in|+91-9638766688|mais.surat@gmail.com|https://www.maisedu.in/contact-us.html|Official site|Large CBSE+Cambridge school|computer-lab desktops (bulk); smart-class panels/projectors; networking + Wi-Fi; CCTV; AMC|International curriculum; digital classrooms|Campus expansion|77|A|Principal / Admin / IT Coordinator|Contact found|CBSE+CIPP = strong smart-class & lab demand
Ryan International School, Surat|Education|School (CBSE)|Adajan / Dumas (multi-campus)|Plot 85, Rander Rd, opp. Navyug College, Adajan Patiya, Surat-395009|ryangroup.org|+91-8866057708|ris.adajan@ryangroup.com|https://www.ryangroup.org/contact/get-in-touch|Official group site|Large CBSE chain school|computer-lab desktops (bulk); smart-class panels/projectors; networking + Wi-Fi; CCTV; AMC|National chain; standardized IT/smart-class rollouts|Multi-campus presence|78|A|Principal / Admin / IT Coordinator|Contact found|Chain school; central procurement + local labs
G. D. Goenka International School|Education|School (CBSE)|New City Light, Bharthana|Wisdom Valley, Canal Road, Bharthana Road, New City Light, Surat-395007|gdgoenkasurat.com|0261-2976000|contact@gdgoenkasurat.com|https://www.gdgoenkasurat.com/|Official site|Large premium CBSE school|computer-lab desktops (bulk); smart-class panels/projectors; networking + Wi-Fi; CCTV; AMC|Premium brand; digital-classroom focus|Campus growth|77|A|Principal / Admin / IT Coordinator|Contact found|Premium CBSE; high per-student tech spend
Aakash Institute, Surat|Education|Coaching/Test-prep|Adajan / Majura Gate / Vesu / Mota Varachha (multi-branch)|Fortune High St, New Green City Road, Opp. Western Arena, Adajan, Surat|aakash.ac.in|||https://centers.aakash.ac.in/location/gujarat/surat|Official center site|Large multi-branch coaching chain (4 centers)|computer-lab/test desktops; networking + Wi-Fi; CCTV; smart-class panels/projectors; AMC|Expanding branch network in Surat; online-test infra|4 centers across Surat|72|B|Centre Director / Admin / IT Head|Existence-verified (contact pending)|Multi-branch = repeat hardware; phone masked on source
Atmiya Vidya Mandir|Education|School (CBSE/Residential)|Kolibharthana, Kamrej|At & Po Kolibharthana, Kamrej-Shampura Road, Ta-Kamrej, Surat-394180|avm.edu.in|02621-355900|principal@avm.edu.in|https://www.avm.edu.in/contact/|Official site|Large CBSE residential school|computer-lab desktops (bulk); smart-class panels/projectors; campus networking + Wi-Fi; CCTV; AMC|Premier residential school; digital classrooms|Campus facilities growth|78|A|Principal / Admin / IT Coordinator|Contact found|Residential campus = boarding IT + labs + surveillance
Global Indian International School (GIIS) Surat|Education|School (CBSE/IB)|Chalthan, Kadodara|Block 138, Kadodra-Mumbai NH-8, near Choki Dhani, Chalthan, Surat-394305|giissurat.org||principal.surat@globalindianschool.org|https://www.cbseschool.org/global-indian-international-school-surat-gujarat/|CBSEschool directory + GIIS|Large international school chain|computer-lab desktops (bulk); smart-class panels/projectors; networking + Wi-Fi; CCTV; AMC|Global chain; tech-forward digital campuses|International network expansion|76|A|Principal / Admin / IT Coordinator|Contact found|Phone not on source; chain procurement + labs
Lancers Army School|Education|School (CBSE)|Piplod, Dumas Road|London House, Dumas Road, Piplod, Surat-395007|lancersarmyschools.com|+91-9512266600|info@lancersarmyschool.com|https://lancersarmyschools.com/|Official site|Large CBSE school (est. 1992)|computer-lab desktops (bulk); smart-class panels/projectors; networking + Wi-Fi; CCTV; AMC|Established school; digital-classroom upgrades|Multiple branches|76|A|Principal / Admin / IT Coordinator|Contact found|Long-established CBSE; labs + smart classes
Podar International School, Surat|Education|School (CBSE)|Jahangirabad, Adajan (multi-campus)|TP 44, Ugat Dandi Road, Opp. DMart, Jahangirabad, Adajan, Surat-395005|podareducation.org|7227023110|admissions@podar.org|https://www.podareducation.org/school/surat-jahangirabad/gcontactus1543|Official site|Large CBSE chain (multi-campus in Surat)|computer-lab desktops (bulk); smart-class panels/projectors; networking + Wi-Fi; CCTV; AMC|National chain; 3+ Surat campuses; digital push|Multi-campus growth in Surat|78|A|Principal / Admin / IT Coordinator|Contact found|Chain school; central + local procurement
Fountainhead School|Education|School (IB/IGCSE)|Kunkni, Rander-Dandi Road|Village Kunkni, Rander-Dandi Road, Surat-395005|fountainheadschools.org|0261-3501300|surat@fountainheadschools.org|https://www.fountainheadschools.org/connect-with-us/contact-us/|Official site|Large premium IB+IGCSE school|computer-lab desktops (bulk); 1:1 device/labs; smart-class panels/projectors; networking + Wi-Fi; CCTV; AMC|Premium international school; high tech integration|Campus expansion|80|A|Principal / Admin / IT Head|Contact found|IB/IGCSE = heavy device + lab + AV spend
Tapti Valley International School|Education|School (CBSE)|Narthan, Olpad|Block 456-457, Village Narthan, Rander-Dandi Road, Ta-Olpad, Surat-395005|tvis.edu.in|+91-2621-353535|info@tvis.edu.in|https://tvis.edu.in/reach-us/|Official site|Large CBSE campus school|computer-lab desktops (bulk); smart-class panels/projectors; networking + Wi-Fi; CCTV; AMC|Large green campus; digital classrooms|Growing enrollment & facilities|77|A|Principal / Admin / IT Coordinator|Contact found|Sprawling campus = networking + CCTV scale
Allen Career Institute, Surat|Education|Coaching/Test-prep|Vesu / Udhna Darwaja (multi-branch)|J-9 High Street, Opp. Celestial Dreams, Vesu Canal Road, Vesu, Surat-395007|allen.ac.in|+91-7347397337|globalstudies.surat@allen.in|https://www.allen.ac.in/surat/contactus.asp|Official site|Large coaching chain (multi-branch)|computer-lab/test desktops; networking + Wi-Fi; CCTV; smart-class panels/projectors; AMC|Expanding Surat presence; computer-based test infra|Multiple Surat centers|73|B|Centre Director / Admin / IT Head|Contact found|Test-prep = exam labs + AV + surveillance
Narayana Coaching Center, Surat|Education|Coaching/Test-prep|Vesu / Athwa (multi-branch)|1st Floor, Narayana Academy, Tej House, opp. Dhiraj Sons, Someshwara Enclave, Vesu, Surat-395007|narayanacoachingcenters.in|9319992363|bm.vesu@narayanagroup.com|https://www.narayanacoachingcenters.in/gujarat/surat-city|Official site|Large coaching chain (3 Surat centers)|computer-lab/test desktops; networking + Wi-Fi; CCTV; smart-class panels/projectors; AMC|Expanding Surat branches; digital test platforms|3 centers in Surat|72|B|Centre Director / Admin / IT Head|Contact found|Chain; exam labs + AV across branches
Sitarambhai Naranji Patel Institute of Technology & Research Centre (SNPIT&RC)|Education|Engineering College|Umrakh, Bardoli (South Gujarat)|At & Po Umrakh, Ta-Bardoli, Surat-394345|snpitrc.ac.in|02622-224581||https://www.snpitrc.ac.in/|Official site|Mid-large engineering college|computer-lab desktops (bulk); lab servers; campus networking + Wi-Fi; CCTV; AMC|Engineering+diploma labs; AICTE accreditation|Campus growth|74|B|Principal / IT Head|Existence-verified (contact pending)|Degree+diploma engineering labs = recurring desktop demand
Shrimad Rajchandra Institute of Management & Computer Application (SRIMCA)|Education|MCA/MBA College|Tarsadi, Bardoli (Maliba Campus)|Maliba Campus, Gopal Vidyanagar, Bardoli-Mahuva Road, Tarsadi, Surat-394350|srimca.edu.in|8828912891||http://srimca.edu.in/|Official site|Mid-large MCA+MBA institute|computer-lab desktops (bulk); lab servers; networking + Wi-Fi; CCTV; AMC|IT/MCA labs need frequent refresh; UTU campus|Part of large Maliba/UTU campus|76|A|Director / IT Head|Existence-verified (contact pending)|MCA programs = high desktop density
Sir P. T. Sarvajanik College of Science|Education|Science College (Autonomous)|Athwalines|MTB College Campus, J.N. Marg, Opp. Chowpati, Athwalines, Surat-395001|ptscience.ac.in|0261-2240028|contact@ptscience.org|https://ptscience.ac.in/|Official site|Large autonomous science college (est. 1960)|computer-lab desktops (bulk); lab servers; campus networking + Wi-Fi; CCTV; AMC|Autonomous status; science/CS lab upgrades, NAAC|Autonomy-driven infra investment|78|A|Principal / IT Head|Contact found|Science + CS labs; large student body
M.T.B. Arts College|Education|Arts College|Athwalines|MTB College Campus, Athwalines, Surat-395001|mtbarts.ac.in|0261-2240025||https://www.mtbarts.ac.in/|Official site|Large arts college (Sarvajanik Education Society)|computer-lab desktops; networking + Wi-Fi; CCTV; AMC|Computer/language labs; NAAC upgrades|Part of large SES campus|68|B|Principal / IT Head|Existence-verified (contact pending)|Arts college with computer labs; SES group campus
S. R. Luthra Institute of Management|Education|MBA/Management College|Athwalines|MTB College Campus, Near Adarsh Society, Athwalines, Surat-395001|srlimba.ac.in|0261-2240103|contact@srlimba.ac.in|https://srlimba.ac.in/|Official site|Mid-size MBA institute|computer-lab desktops; lab servers; networking + Wi-Fi; CCTV; AMC|Management/IT labs; accreditation upgrades|SES group campus|72|B|Director / IT Head|Contact found|MBA computer labs; recurring refresh
Government Industrial Training Institute (ITI), Surat|Education|ITI (Govt)|Majura Gate|ITI Surat, Majura Gate, Surat-395001|itisurat.org.in|0261-2655794|prlsuratiti@yahoo.co.in|https://iti.directory/surat/industrial-training-institute-surat-government|ITI directory + govt|Large govt ITI (est. 1959)|computer-lab desktops (bulk); COPA-trade labs; networking + Wi-Fi; CCTV; AMC|Govt skill-mission lab modernization; COPA/IT trades|Govt budget IT procurement|74|B|Principal / Training Officer / IT Head|Contact found|COPA & IT trades = bulk desktop labs; tender-based
TOPS Technologies, Surat|Education|Computer/IT Training Institute|Sagrampura, Ring Road (multi-branch)|301, Jeevandeep Complex, Ring Road, beside Nirmal Hospital, Sagrampura, Surat-395002|tops-int.com|07069598828||https://www.tops-int.com/contact-us|Official site|Large IT-training chain (multi-branch)|computer-lab desktops (bulk); lab servers; networking + Wi-Fi; CCTV; AMC|Coding/IT labs need frequent hardware refresh|Multiple Surat branches|74|B|Centre Manager / IT Head|Existence-verified (contact pending)|100k+ students trained; desktop-heavy training labs
Red & White Skill Education, Surat|Education|Computer/IT Training Institute|Mota Varachha / A.K. Road (multi-branch)|B305-B311, 3rd Floor, IT Park, Digital Valley, Mota Varachha-Uttran, Surat-394101|rwskill.edu.in|+91-6352295143||https://www.rwskill.edu.in/contact/|Official site|Large skill-training chain (22+ branches)|computer-lab desktops (bulk); lab servers; networking + Wi-Fi; CCTV; AMC|IT/multimedia labs; expanding branch network|22+ branches; growing|73|B|Centre Manager / IT Head|Existence-verified (contact pending)|Multimedia/IT labs = bulk desktops; email not on source
Simba Institute, Surat|Education|Computer/IT Training Institute|Sarthana, Varachha Road|406, MBH-1, Sarthana Jakatnaka, Surat-395006|simbainstitute.in|+91-8200533835|contact.simbainstitute@gmail.com|https://simbainstitute.in/|Official site|Mid-size IT-training institute|computer-lab desktops (bulk); networking + Wi-Fi; CCTV; AMC|Full-stack/UI-UX/digital-marketing labs; refresh cycles|Growing institute|68|B|Director / IT Head|Contact found|Coding labs = desktop demand
White Lotus International School|Education|School (CBSE)|Vesu|Plot 205, Opp. Royal Regency, near SUDA Water Tank, behind Someshwara Bunglows, Vesu, Surat-395007|wlis.org|0261-2215700|info@wlis.org|https://www.cbseschool.org/white-lotus-international-school-surat-gujarat/|CBSEschool directory + WLIS|Mid-large CBSE international school|computer-lab desktops (bulk); smart-class panels/projectors; networking + Wi-Fi; CCTV; AMC|Foundation-to-XII CBSE; digital classrooms|Campus growth in Vesu|74|B|Principal / Admin / IT Coordinator|Contact found|Aster Institutions group; labs + smart classes
Bhulka Bhavan School|Education|School (CBSE/State)|Adajan|Adajan-Hazira Road, near Gujarat Gas Circle, Adajan, Surat-395009|bhulkabhavan.com|0261-2732733|info@bhulkabhavantrust.org|https://bhulkabhavan.com/contact-us/|Official site|Large multi-section school (Bhulka Bhavan Trust)|computer-lab desktops (bulk); smart-class panels/projectors; networking + Wi-Fi; CCTV; AMC|Large trust-run school; digital-classroom upgrades|Multiple trust schools|73|B|Principal / Admin / IT Coordinator|Contact found|Big enrollment; labs + AV + surveillance
J. H. Ambani Saraswati Vidya Mandir|Education|School (CBSE)|Vesu, Udhna-Magdalla Road|Vesu Char Rasta, near VNSGU, Udhna-Magdalla Road, Surat-395007|nirmaedu.org|0261-2257880||https://www.icbse.com/schools/j-h-ambani-saraswati-vidya-mandir-56z0lz|ICBSE directory + Justdial|Large CBSE school|computer-lab desktops (bulk); smart-class panels/projectors; networking + Wi-Fi; CCTV; AMC|Established CBSE; digital classrooms|Stable large enrollment|73|B|Principal / Admin / IT Coordinator|Existence-verified (contact pending)|Email not on source; landmark Vesu school
Vidyabharti Trust College of Business, Computer Science & Research (VTCBCSR)|Education|Engineering/Computer College|Umrakh, Bardoli (South Gujarat)|Vidyabharti Campus, Umrakh, Ta-Bardoli, Surat-394345|vtcbcsr.edu.in|02622-220581|info@vtcbcsr.edu.in|https://www.vtcbcsr.edu.in/|Official site|Mid-large college (computer science + business)|computer-lab desktops (bulk); lab servers; networking + Wi-Fi; CCTV; AMC|CS/IT/BCA/MCA labs need refresh; GTU/AICTE|Vidyabharti multi-college campus|75|A|Principal / Director / IT Head|Contact found|Computer-science focus = high desktop density
Navyug Science College|Education|Science College|Rander Road|Morarji Desai Educational Compound, Rander Road, Surat-395009|nscsurat.ac.in|0261-2784103|navyugsciencecollege@yahoo.com|https://nscsurat.ac.in/|Official site|Large science college (est. 1966)|computer-lab desktops (bulk); lab servers; networking + Wi-Fi; CCTV; AMC|Science/CS labs; NAAC upgrades|Established large college|76|A|Principal / IT Head|Contact found|Science + computer labs; large student body
P. P. Savani Chaitanya Vidya Sankul (CBSE)|Education|School (CBSE)|Mota Varachha, Abrama Road|Sankul, Mota Varachha-Abrama Road, Surat-394101|ppsavanicbse.org||principalppscvs@gmail.com|https://surat.nic.in/public-utility/p-p-savani-vidhya-bhavan/|Govt directory + PP Savani|Very large school sankul (multi-section)|computer-lab desktops (bulk); smart-class panels/projectors; networking + Wi-Fi; CCTV; AMC|Large education sankul; CBSE+Cambridge+CFE on campus|Big multi-stream campus|78|A|Principal / Admin / IT Coordinator|Contact found|Phone not on source; large sankul = scale demand
P. P. Savani Cambridge International School|Education|School (Cambridge/IGCSE)|Abrama, Kamrej|Mota Varachha-Abrama Road, At & Po Abrama, Ta-Kamrej, Surat-394150|ppscis.org.in|8828912891||https://ppscis.org.in/contact/|Official site|Large Cambridge international school|computer-lab desktops (bulk); 1:1 devices; smart-class panels/projectors; networking + Wi-Fi; CCTV; AMC|Cambridge curriculum; high tech integration|PP Savani campus expansion|77|A|Principal / Admin / IT Head|Existence-verified (contact pending)|IGCSE = device + AV heavy; shared PP Savani admissions line
CFE-KOTA, Surat (PP Savani Centre for Excellence)|Education|Coaching/Test-prep|Mota Varachha, Abrama|PP Savani Centre for Excellence, Mota Varachha-Abrama Road, Abrama, Surat-394101|cfekota.com|9978651005||https://cfekota.com/center/iit-jee-neet-coaching-in-surat-gujarat/|Official site|Mid-large JEE/NEET coaching (100+ faculty)|computer-lab/test desktops; networking + Wi-Fi; CCTV; smart-class panels/projectors; AMC|Computer-based testing; growing batches|Expanding under PP Savani group|71|B|Centre Director / Admin / IT Head|Contact found|Test labs + AV; tie-up with PP Savani campus
