company_name|category|sub_category|area|address|website|phone|email|source_url|source_type|size_hint|hardware_need|buying_trigger|expansion_signal|lead_score|priority_tier|contact_approach|verification_status|notes
Asian Star Co Ltd|Diamond & Bourse|Diamond manufacturer & exporter|A.K. Road|F.P. 138/151, Plot 01, Purushottam Ginning Mill Compound, A.K. Road, Surat 395008|https://www.asianstargroup.com/||| https://www.asianstargroup.com/diamond-manufacturing/|Company site + search snippet|100,000 sq ft state-of-the-art Surat facility|Diamond-planning workstations; multi-floor managed networking; CCTV + biometric access; servers + NAS; AMC|100k sq ft modern facility|Listed group with large Surat unit|82|A|Owner/Partner or IT/Security head|Existence-verified (contact pending)|100k sq ft manufacturing facility on A.K. Road
Star Rays|Diamond & Bourse|Solitaire diamond manufacturer|Surat|New 45,000 sq ft factory, Surat (all manufacturing consolidated)|https://starrays.com/||| https://starrays.com/Info/AboutUs|Company site + search snippet|45,000 sq ft consolidated factory; flawless solitaire specialist|Diamond-planning workstations; managed networking; CCTV + biometric access; servers + NAS; AMC|Recently consolidated all manufacturing under one new roof|New consolidated factory build|80|A|Owner/Partner or IT/Security head|Existence-verified (contact pending)|High-end FL solitaire maker; recent new factory = fresh fit-out
KP Sanghvi & Sons LLP|Diamond & Bourse|Diamond & jewellery manufacturer|Tadwadi / Ichhapore|Near Unia Mata Mandir, Tadwadi, Surat 395001; also Ichhapore unit|https://kpsanghvi.com/||| https://kpsanghvi.com/about-us/|Company site + search snippet|Founded 1965; ops India/USA/UAE/Botswana/Belgium/HK; women-focused Surat unit 100+|Diamond-planning + jewellery CAD workstations; managed networking; CCTV + access control; servers + NAS; AMC|Dedicated women-empowerment cutting unit; multi-country|Third-generation conglomerate; diamonds + jewellery + infra|82|A|Owner/Partner or IT/Security head|Existence-verified (contact pending)|Multiple Surat sites (Tadwadi, A.K. Road, Ichhapore)
Sanghavi Exports International / Sanghavi Diamond Mfg Pvt Ltd|Diamond & Bourse|Diamond manufacturer & exporter|Ved Road (Turki)|Survey No 14, Village Turki, Opp Darpan Nagar, Ved Road, Surat|https://sanghvisons.com/||| https://www.zaubacorp.com/company/SANGHVI-DIAMONDS-MANUFACTURING-PRIVATELIMITED/U36911GJ1995PTC027680|ZaubaCorp + search snippet|Est. 1973; Surat factory among largest in Asia|Diamond-planning workstations at scale; campus networking; large CCTV + access; servers + NAS; AMC|One of largest diamond mfg units in Asia|Large legacy group; major Surat plant|84|A|Owner/Partner or IT/Security head|Existence-verified (contact pending)|Sanghavi Diamond Mfg Pvt Ltd; very large Surat facility
Gold Star Diamond Pvt Ltd|Diamond & Bourse|Diamond manufacturer & exporter|Varachha|Vitthal Nagar Society, B/H Roman Point, Varachha Road, Surat 395006|https://www.goldstarjewellery.com/||| https://www.justdial.com/jdmart/Surat/Gold-Star-Diamond-Praivet-Limited-Vitthal-Nagar-Society-B-H-Roman-Point-Varachha-Road/0261PX261-X261-140703163941-E9Y6_BZDET/catalogue|JustDial + search snippet|11+ yrs listed; De Beers sightholder jewellery exporter|Diamond-planning + jewellery workstations; managed networking; CCTV + access control; servers + NAS; AMC|De Beers sightholder; jewellery export growth|Established exporter group|76|A|Owner/Partner or IT head|Existence-verified (contact pending)|Gold Star group; diamond + jewellery manufacturing
Lakhi Group (Dilipkumar V. Lakhi)|Diamond & Bourse|Diamond cutting & polishing manufacturer|Surat|Surat (one of world's largest polishing factories); HQ Bandra East, Mumbai|https://www.jewelxy.com/803221970923286||| https://www.jewelxy.com/803221970923286|Jewelxy profile + search snippet|Since 1944; 3 facilities; 10,000+ skilled cutters; 6000+ in Surat|Massive diamond-planning workstation fleet; campus managed networking; large CCTV + biometric access; servers + NAS; AMC|World's largest polishing factory in Surat|Very large workforce; multi-facility|86|A|Owner/Partner (Lakhi family) or IT/Security head|Existence-verified (contact pending)|Among world's largest diamond polishing operations
H. K. Designs (India) / H.K. Jewels|Diamond & Bourse|Diamond cutting/polishing & jewellery manufacturer|Surat|Diamond cutting/polishing units in Surat & Ahmedabad; jewellery unit Surat|https://hkdesigns.co/||| https://hkdesigns.co/infrastructure.php|Company site + search snippet|Manufacturing units Surat & Ahmedabad; SEEPZ jewellery|Diamond-planning + jewellery CAD workstations; managed networking; CCTV + access control; servers + NAS; AMC|Cut/polish + jewellery mfg in Surat|Multi-unit manufacturer|78|A|Owner/Partner or IT head|Existence-verified (contact pending)|Diamonds cut/polished in multiple shapes; H.K. Jewels Surat
Greenlab Diamonds LLP|Diamond & Bourse|Lab-grown (CVD) diamond manufacturer|Ichhapore (Gujarat Hira Bourse)|Plot C-01 to C-04, Gujarat Hira Bourse, Hajira Road, Ichhapore, Surat 394510|https://greenlab.diamonds/|+91 261 2551475||https://greenlab.diamonds/contact-us/|Company site + search snippet|1000+ CVD reactors; among largest LGD growers; solar-powered|CVD reactor monitoring/SCADA; diamond-planning workstations; managed networking; heavy CCTV + access; servers + NAS; AMC|Recently opened Dubai & Hong Kong offices; rapid CVD expansion|Aggressive LGD capacity & international expansion|88|A|Owner/Partner (Smit & Sanket Patel) or IT/Security head|Contact found|Major CVD grower; rapid expansion + new global offices
Diyam Impex|Diamond & Bourse|Lab-grown / HPHT diamond manufacturer|Varachha|309, 3rd Floor, Royal Arcade, Varachha, Varachha Road, Surat 395006|https://www.diyamimpex.com/||| https://www.justdial.com/jdmart/Surat/Diyam-Impex-Varachha-Varachha-Road/0261PX261-X261-190205191232-Y5M2_BZDET/catalogue|JustDial + search snippet|6 yrs listed; 4.6 rating; HPHT/LGD & imitation jewellery maker|LGD/HPHT process workstations; managed networking; CCTV + access control; office desktops; AMC|Growing LGD/HPHT manufacturer|Active lab-grown segment growth|64|B|Owner/Partner or IT head|Existence-verified (contact pending)|HPHT & fancy-shape lab-grown diamonds
Harsha Diamond|Diamond & Bourse|Lab-grown (CVD/HPHT) diamond manufacturer|Mahidharpura|Rajratna Diamond Palace, Dalagiya Sheri, Mahidharpura, Surat 395003|https://harshadiamond.com/||| https://www.justdial.com/jdmart/Surat/Harsha-Diamond-Head-Office-Dalagiya-Sheri-Mahidharpura/0261PX261-X261-210601194601-X1A4_BZDET/catalogue|JustDial + search snippet|Largest distributor of CVD/HPHT lab-grown in India (per listing); 4.8 rating; 24h|LGD process workstations; managed networking; CCTV + access control; servers + NAS; AMC|Large LGD distribution growth|Scaling lab-grown distribution|66|B|Owner/Partner or IT head|Existence-verified (contact pending)|CVD/HPHT lab-grown manufacturer & distributor
Nishal Gems|Diamond & Bourse|Lab-grown diamond manufacturer (IGI certified)|Mahidharpura|201 Raj Chambers, Near Blue Diamond, Hat Falia, Mahidharpura, Surat 395003|https://www.nishalgems.com/|+91 9898133032|info@nishalgems.com|https://www.nishalgems.com/contact|Company site + search snippet|Established IGI-certified LGD maker; B2B international buyers|LGD process workstations; managed networking; CCTV + access control; office desktops; AMC|International B2B export focus|Growing IGI-certified LGD exporter|66|B|Owner/Partner or Admin head|Contact found|IGI-certified lab-grown; serves international B2B
RRP Diamonds (R R P Diamond)|Diamond & Bourse|Natural loose & melee diamond manufacturer|Mahidharpura|301 Ashok Chamber, Moti Bazaar, Mahidharpura, Surat 395008; Factory 177 Ghanshyam Nagar|https://www.rrpdiamonds.com/|+91 9016106290|info@rrpdiamonds.com|https://www.rrpdiamonds.com/contact-us/|Company site + search snippet|Natural loose & real melee diamonds; office + factory|Diamond-planning workstations; managed networking; CCTV + access control; servers + NAS; AMC|Separate office + factory premises|Established melee specialist|66|B|Owner/Partner or IT head|Contact found|Office Mahidharpura + factory Ghanshyam Nagar
RMP Diamond|Diamond & Bourse|Natural diamond manufacturer & exporter (GIA)|Varachha (Mini Bazar)|Bhavani Nagar, Near Diamond Market, Mini Bazar, Varachha, Surat 395006|https://www.rmpdiamond.com/||export@rmpdiamond.com|https://www.rmpdiamond.com/|Company site + search snippet|GIA-certified natural diamond manufacturer/exporter|Diamond-planning workstations; managed networking; CCTV + access control; office desktops; AMC|Certified export focus|Established exporter|64|B|Owner/Partner or IT head|Contact found|GIA-certified natural diamonds; export-oriented
Bhanderi (BLGD Corporation)|Diamond & Bourse|Lab-grown (CVD) diamond manufacturer|Katargam|4th Floor, BLGD Corporation, Akshar Building, Opp Mehta Petrol Pump, Katargam, Surat 395004|https://blgdlab.com/|+91 8500385003|info@blgdlab.com|https://blgdlab.com/contact-bhanderi-diamonds|Company site + search snippet|Prime CVD lab-grown manufacturer|CVD process workstations; managed networking; CCTV + access control; servers + NAS; AMC|CVD lab-grown growth|Scaling LGD manufacturer|66|B|Owner/Partner or IT head|Contact found|Bhanderi prime CVD lab-grown diamonds
V. Jayantilal & Co.|Diamond & Bourse|Diamond manufacturer|Katargam|201/202, 2nd Floor, Plot 95/B, Prayosha Diamond Building, Sagar Industrial Society, Vasta Devdi Road, Surat 395004|https://vjayantilal.com/|+91 9638135135||https://vjayantilal.com/contact/|Company site + search snippet|Diamond manufacturer; BDB Mumbai office also|Diamond-planning workstations; managed networking; CCTV + access control; office desktops; AMC|Established manufacturer with BDB presence|Surat + Mumbai BDB ops|66|B|Owner/Partner or IT head|Contact found|Manufacturing in Katargam; office at Bharat Diamond Bourse Mumbai
Lukhi Diamond Pvt Ltd|Diamond & Bourse|Diamond manufacturer & merchant|Varachha (Mini Bazar)|Office 610, 6th Floor, Diamond World Tower-A, Mangadh Chowk, Mini Bazar, Varachha Road, Surat 395006|||| https://www.justdial.com/Surat/Lukhi-Diamond-Pvt-Ltd-Mini-Bazar-Mangadh-Chowk-Varachha-Road/0261PX261-X261-150220151639-I3Q9_BZDET|JustDial + search snippet|11 yrs listed; open 24h|Diamond-planning workstations; managed networking; CCTV + access control; office desktops; AMC|Long-running 24h operation|Established mid-size diamond firm|60|B|Owner/Partner or Admin head|Existence-verified (contact pending)|Diamond World tower office; 24-hour operation
OM Diamond|Diamond & Bourse|Diamond manufacturer (fancy cuts)|Varachha (Mini Bazar)|510 Rajhans Heights, Mini Bazar, Behind M.D. Tower, Varachha Road, Surat 395006|||| https://www.justdial.com/jdmart/Surat/OM-Diamond-Behind-MD-Tower-Varachha-Road/0261P2621-2621-110201150720-W4K4_BZDET/catalogue|JustDial + search snippet|Specialist rose/pear/brilliant cut diamonds|Diamond-planning workstations; managed networking; CCTV + access control; office desktops; AMC|Specialty-cut manufacturer|Mid-size diamond firm|56|C|Owner/Partner or Admin head|Existence-verified (contact pending)|Rose cut, pear, brilliant cut diamonds
Jogigems Diamond Supplier|Diamond & Bourse|Diamond manufacturer & merchant|Varachha (Mini Bazar)|608 Rajhans Heights, Choksi Bazar, Mini Bazar, Varachha Road, Surat 395006|||| https://www.justdial.com/Surat/Jogigems-Diamond-Supplier-Varachha-Road/0261PX261-X261-180228143600-J5W5_BZDET|JustDial + search snippet|7 yrs listed; 4.4 rating; open 24h|Diamond-planning workstations; managed networking; CCTV + access control; office desktops; AMC|Long-running 24h operation|Established mid-size supplier|56|C|Owner/Partner or Admin head|Existence-verified (contact pending)|Diamond merchant & manufacturer; 24-hour operation
Atharva Diamond|Diamond & Bourse|Diamond manufacturer & global supplier|Varachha (Mini Bazar)|Central Bazar, Mini Bazar Cross Road, Varachha Road, Surat 395006|||| https://www.justdial.com/Surat/Atharva-Diamond-Reliance-Digital-Varachha-Road/0261PX261-X261-240206150746-E8S6_BZDET|JustDial + search snippet|Global diamond supplier; procurement/processing/mfg|Diamond-planning workstations; managed networking; CCTV + access control; office desktops; AMC|Procurement + processing + manufacturing|Growing global supply firm|58|C|Owner/Partner or Admin head|Existence-verified (contact pending)|Global procurement, processing & manufacturing
Dirgh Diamond Pvt Ltd|Diamond & Bourse|Diamond wholesaler/manufacturer|Mahidharpura|203, 2nd Floor, Shubham Complex, Pipla Street, Mahidharpura, Surat 395003||+91 9925666966||https://www.justdial.com/Surat/Dirgh-Diamond-Pvt-Ltd-Mahidharpura/0261PX261-X261-150115122755-A8D4_BZDET|JustDial + search snippet|21 yrs in business; certified & non-certified loose diamonds|Diamond-planning workstations; managed networking; CCTV + access control; office desktops; AMC|Long-established 21-yr operation|Established wholesaler/manufacturer|62|B|Owner/Partner or Admin head|Contact found|Certified & fancy-colored loose diamonds; phone captured
AP Gems|Diamond & Bourse|Diamond manufacturer|Mahidharpura|102 Veer Ashish Building, Thobha Sheri, Mahidharpura, Surat 395003|||| https://www.justdial.com/Surat/AP-GEMS-Mahidharpura/0261PX261-X261-170121213859-E8R8_BZDET|JustDial + search snippet|14 yrs in business; 4.6 rating|Diamond-planning workstations; managed networking; CCTV + access control; office desktops; AMC|Established 14-yr operation|Mid-size diamond manufacturer|56|C|Owner/Partner or Admin head|Existence-verified (contact pending)|Diamond manufacturer in Mahidharpura district
Govinda Diamond|Diamond & Bourse|Diamond manufacturer (polished + LGD jewellery)|Mahidharpura|Mahidharpura, Surat 395003|||| https://www.justdial.com/Surat/Govinda-Diamond-Mahidharpura/0261PX261-X261-171212071326-D5U5_BZDET|JustDial + search snippet|4.9 rating; polished + eco-friendly lab-created jewellery|Diamond-planning workstations; managed networking; CCTV + access control; office desktops; AMC|Polished + lab-created jewellery range|Small/mid diamond firm|54|C|Owner/Partner or Admin head|Existence-verified (contact pending)|Polished diamonds + lab-created diamond jewellery
P Hitesh & Co|Diamond & Bourse|Diamond manufacturer & exporter|Mahidharpura|Mahidharpura, Surat 395003|||| https://www.justdial.com/jdmart/Surat/P-Hitesh-Company-Mahidharpura/0261PX261-X261-110211184859-N5U4_BZDET/catalogue|JustDial + search snippet|Established 2019; diamond exporter|Diamond-planning workstations; managed networking; CCTV + access control; office desktops; AMC|Newer export firm|Growing diamond exporter|54|C|Owner/Partner or Admin head|Existence-verified (contact pending)|Diamond manufacturer & exporter, Mahidharpura
Palak Designer Diamond Jewellery|Diamond & Bourse|Diamond jewellery manufacturer|Mahidharpura|201 Santok Diamond Building, Hat Faliya, Mahidharpura, Surat 395003|||| https://www.justdial.com/Surat/Palak-Designer-Diamond-Jewellery-Hat-Faliya-Mahidharpura/0261PX261-X261-130606150709-M1C2_BZDET|JustDial + search snippet|16 yrs in business; 4.0 rating|Jewellery CAD workstations; managed networking; CCTV + access control; office desktops; AMC|Established 16-yr operation|Diamond jewellery maker|54|C|Owner/Partner or Admin head|Existence-verified (contact pending)|Designer diamond jewellery manufacturer
Shree Krishna Exports|Diamond & Bourse|Diamond exporter|Katargam (Gotalawadi)|Nishal Faliya, Gotalawadi, Katargam, Surat 395004|||| https://www.justdial.com/Surat/Shree-Krishna-Exports-Katargam/0261PX261-X261-140714122915-H3M2_BZDET|JustDial + search snippet|Diamond exporter, Katargam|Diamond-planning workstations; managed networking; CCTV + access control; office desktops; AMC|Export-oriented Katargam firm|Mid-size exporter|56|C|Owner/Partner or Admin head|Existence-verified (contact pending)|Diamond exporter in Katargam diamond cluster
R Rajesh Exports|Diamond & Bourse|Diamond exporter|Katargam|303 Nandu Doshi Ni Wadi, Opp Bus Stop, Katargam, Surat 395004|||| https://www.justdial.com/Surat/R-Rajesh-Exports-Opposite-Bstation-Lane-Katargam/0261PX261-X261-140712112547-F9Y8_BZDET|JustDial + search snippet|Diamond exporter; craftsmanship + sourcing|Diamond-planning workstations; managed networking; CCTV + access control; office desktops; AMC|Export sourcing focus|Mid-size exporter|56|C|Owner/Partner or Admin head|Existence-verified (contact pending)|Diamond exporter, Katargam
Ankit Gems|Diamond & Bourse|Diamond exporter|Katargam (Gotalawadi)|Plot 315, Patel Faliya, Gotalawadi, Katargam, Surat 395004|||| https://www.justdial.com/Surat/Ankit-Gems-Plot-No-315-Patel-Faliya-Gotalawadi-Katargam/0261PX261-X261-140702144542-E7Y1_BZDET|JustDial + search snippet|Graded diamonds; high standards|Diamond-planning workstations; managed networking; CCTV + access control; office desktops; AMC|Graded-diamond export focus|Mid-size exporter|56|C|Owner/Partner or Admin head|Existence-verified (contact pending)|Authentic graded diamonds, Katargam
Harekrishna Jems|Diamond & Bourse|Diamond exporter|Katargam|C 3753 Nandu Doshni Wadi, Vasta Devdi Road, Opp Torrent Power Station, Katargam, Surat 395004|||| https://www.justdial.com/Surat/Harekrishna-Jems-Opposite-Torrent-Power-Station-Katargam/0261PX261-X261-110819124631-B8G7_BZDET|JustDial + search snippet|Diamond exporter, Katargam|Diamond-planning workstations; managed networking; CCTV + access control; office desktops; AMC|Export-oriented Katargam firm|Mid-size exporter|54|C|Owner/Partner or Admin head|Existence-verified (contact pending)|Diamond exporter, Katargam cluster
Jewel Star|Diamond & Bourse|Diamond exporter|Katargam (Old GIDC)|Opp RJD Business Hub, Old GIDC, Katargam, Surat 395004|||| https://www.justdial.com/Surat/Jewel-Star-Opposite-RJD-Business-Hub-Old-GIDC-Katargam/0261PX261-X261-110819172526-Z6G3_BZDET|JustDial + search snippet|Diamond exporter, Old GIDC Katargam|Diamond-planning workstations; managed networking; CCTV + access control; office desktops; AMC|Export-oriented firm|Mid-size exporter|54|C|Owner/Partner or Admin head|Existence-verified (contact pending)|Diamond exporter, Old GIDC Katargam
Vishal Exports|Diamond & Bourse|Diamond manufacturer & exporter|Katargam|Katargam, Surat 395004|||| https://www.justdial.com/Surat/Vishal-Exports-Katargam/0261PX261-X261-140726032149-J1Z3_BZDET|JustDial + search snippet|Diamond manufacturer, Katargam|Diamond-planning workstations; managed networking; CCTV + access control; office desktops; AMC|Manufacturing + export|Mid-size firm|52|C|Owner/Partner or Admin head|Existence-verified (contact pending)|Diamond manufacturer/exporter, Katargam
DEV Export|Diamond & Bourse|Diamond exporter|Katargam|Nandu Doshi Ni Wadi, Katargam, Surat 395004|||| https://www.justdial.com/Surat/DEV-Export-Nandu-Doshi-Ni-Wadi-Katargam/0261PX261-X261-140702172743-H4C3_BZDET|JustDial + search snippet|Diamond exporter, Katargam|Diamond-planning workstations; managed networking; CCTV + access control; office desktops; AMC|Export-oriented firm|Small/mid exporter|52|C|Owner/Partner or Admin head|Existence-verified (contact pending)|Diamond exporter, Katargam
Vraj Diamond|Diamond & Bourse|Lab-grown (CVD/HPHT) diamond manufacturer|Surat|Surat, Gujarat|https://www.indiamart.com/vrajdiamond/profile.html||| https://www.indiamart.com/vrajdiamond/profile.html|IndiaMART profile|Est. 2017; CVD/HPHT/LGD manufacturer|LGD process workstations; managed networking; CCTV + access control; office desktops; AMC|Newer LGD manufacturer|Growing lab-grown firm|56|C|Owner/Partner or Admin head|Existence-verified (contact pending)|CVD/HPHT lab-grown diamonds; proprietorship
Kantilal Chhotalal (KC)|Diamond & Bourse|Solitaire & fancy diamond jewellery manufacturer|Surat|Modeshwari Bhavan, Babanjini Sheri, Modvanik Wadi, Ruknathpura, Lal Darwaja, Surat 395003|https://www.kantilalchhotalal.com/||| https://www.kantilalchhotalal.com/|Company site + search snippet|Founded 1941; leading solitaire & fancy jewellery maker|Diamond-planning + jewellery workstations; managed networking; CCTV + access control; servers + NAS; AMC|Long-established premium maker|Legacy brand, multiple Surat sites|72|B|Owner/Partner or IT head|Existence-verified (contact pending)|Trusted solitaire & fancy diamond jewellery maker since 1941
KGK Diamonds (I) Pvt Ltd|Diamond & Bourse|Diamond manufacturer & exporter|Varachha / Katargam|2nd Floor, Millennium Diamond Complex, Near Harinandan Society, Varachha Road, Surat 395006; also Katargam units|https://www.kgkgroup.com/||| https://www.justdial.com/jdmart/SURAT/K-G-K-Diamonds-Pvt-Ltd-Harinandan-Society-Varachha-Road/0261PX261-X261-110819174611-F3G7_BZDET/catalogue|JustDial + search snippet|KGK Group; multiple Surat units (Varachha + Katargam)|Diamond-planning workstations; multi-site managed networking; CCTV + biometric access; servers + NAS; AMC|Multi-site global group presence|Large international group|80|A|Owner/Partner or IT/Security head|Existence-verified (contact pending)|KGK Group; several Surat addresses across Varachha & Katargam
Kiran Exports|Diamond & Bourse|Diamond exporter|Katargam|Bhavani Circle, Katargam, Surat 395004|||| https://www.justdial.com/Surat/Kiran-Exports-Bhavani-Circle-Katargam/0261PX261-X261-190923115018-E2V8_BZDET|JustDial + search snippet|Diamond exporter, Katargam|Diamond-planning workstations; managed networking; CCTV + access control; office desktops; AMC|Export-oriented firm|Mid-size exporter|54|C|Owner/Partner or Admin head|Existence-verified (contact pending)|Diamond exporter, Bhavani Circle Katargam
Smit Diamonds (Greenlab founders)|Diamond & Bourse|Lab-grown (CVD) diamond manufacturer|Surat|Surat, Gujarat|||| https://nationaljeweler.com/articles/12769-indian-lab-grown-diamond-manufacturers-keep-growing|National Jeweler article|CVD lab-grown maker (Smit & Sanket Patel of Greenlab)|CVD process workstations; managed networking; CCTV + access control; servers + NAS; AMC|Part of fast-growing LGD wave|Rapid LGD sector growth|62|B|Owner/Partner or IT head|Existence-verified (contact pending)|Surat CVD lab-grown segment; affiliated with Greenlab founders
