company_name|category|sub_category|area|address|website|phone|email|source_url|source_type|size_hint|hardware_need|buying_trigger|expansion_signal|lead_score|priority_tier|contact_approach|verification_status|notes
The Interior Workshop|Architecture & CAD/Engineering|Interior design studio|Vesu|302/303 Gokul Solitaire, Opp Nandanvan 2, Near Sun Arcade, Vesu, Surat 395007|http://www.theinteriorworkshop.com|9879453181|theinteriorworkshop.surat@gmail.com|https://www.infoline.com/the-interior-workshop|Infoline listing|Small-mid|GPU workstations for interior 3D visualisation; dual monitors; NAS; backup; networking; AMC|Est. 2011 by Ar. Tejas Mistry; commercial + residential projects|Established Vesu studio|66|B|Principal Designer / Owner|Contact found|Commercial & residential interiors
Phi Designs|Architecture & CAD/Engineering|Commercial interior design|Surat|Surat, Gujarat|https://www.phidesigns.in/|||https://www.phidesigns.in/office-interior-designers-in-surat|Company website|Mid|GPU workstations for office/commercial 3D rendering at scale; dual monitors; NAS; backup; networking; AMC|100+ offices delivered; 2M+ sq ft designed|Scaling commercial office-design practice|70|B|Partner / Owner|Existence-verified (contact pending)|Phone not visible on source; strong commercial volume
J-Nine Associates (J9 Associates)|Architecture & CAD/Engineering|Architecture / Interior firm|Ghod Dod Road|Plot 81, Subhash Nagar Soc, Near Shivaji Garden, Ram Chowk, Ghod Dod Road, Surat 395007|https://j-nine.co.in/|9313662338|contact@j-nine.co.in|https://j-nine.co.in/about-us/|Company website|Mid|GPU workstations for corporate/retail/hospitality 3D rendering; dual monitors; NAS; backup; networking; AMC|Multi-sector (corporate, retail, hospitality, residential) design enterprise|Multi-faceted growing enterprise|72|B|Principal Architect / Partner|Contact found|Architecture & interior design solutions
Prashant Parmar Architect (Shayona Consultant)|Architecture & CAD/Engineering|Architecture / Interior firm|Surat (multi-city)|Surat, Gujarat (also Ahmedabad, Rajkot, Vadodara)|https://prashantparmar.com/|9825866356||https://prashantparmar.com/contact/|Company website|Mid-large (multi-city)|GPU workstations for luxury architecture/interior rendering; dual monitors; NAS/server; backup; networking; AMC|Founded 2000; luxury residential/commercial; operates in 4 Gujarat cities|Multi-city footprint incl. Surat|78|A|Principal Architect / Partner|Contact found|Shayona Consultants; high-end design rendering demand
Quartet Architects|Architecture & CAD/Engineering|Architecture / Interior firm|Adajan|01, Sai Rachana Row House, Nr. Toyota Showroom, L.P. Savani Road, Adajan Pal, Surat 395009|https://quartetarchitects.com/|9227130830|info@quartetarchitects.com|https://quartetarchitects.com/|Company website|Small-mid|GPU workstations for architecture/interior/art rendering; dual monitors; NAS; backup; networking; AMC|Architecture + interior + art practice; hiring interior designers (WorkIndia listing)|Team growth (active hiring)|72|B|Principal Architect / Partner|Contact found|Hiring signal indicates expansion
Studio Lagom|Architecture & CAD/Engineering|Architecture / Interior firm|Sagrampura|2nd Floor, Flat No. 3, Khimchand Mansion, Opp. Old Mahavir Hospital, Sagrampura, Surat|http://www.studiolagom.in/|9913704686||http://www.studiolagom.in/|Company website|Mid|GPU workstations for residential/retail/restaurant 3D rendering + furniture design; dual monitors; NAS; backup; networking; AMC|Est. 2011; award-published (ArchDaily/Archello); retail/hospitality/institutional work|Recognised studio with diversified portfolio|74|B|Design Director / Founder|Contact found|Founder Aishwarya Shinde; also designs furniture
Studio 17|Architecture & CAD/Engineering|Architecture / Interior firm|Bhatar / Althan|B113 Bhatar Trade Center, Bhatar Althan, Surat, Gujarat|https://www.studio17.in/|8866830839|info@studio17.in|https://www.studio17.in/|Company website|Small-mid|GPU workstations for architecture/interior rendering; dual monitors; NAS; backup; networking; AMC|Co-founded 2017 by Mayur Mangukiya & Ankit Sojitra; project publicity|Young growing practice|68|B|Principal Architect / Partner|Contact found|Architecture & interior design
Karka Architectural & Interior Designers|Architecture & CAD/Engineering|Architecture / Interior firm|Adajan|Shop No 11 Vaishali Row House, Opposite Nishal Arcade, Nr. Nishal Circle, Adajan Dn, Surat 395009|http://www.karkagroup.in/|||http://www.karkagroup.in/|Company website|Small|GPU workstations for interior/architecture rendering; dual monitors; NAS; backup; networking; AMC|Established 2018; turnkey residential/commercial interiors|Relatively new, growing studio|60|B|Principal / Owner|Existence-verified (contact pending)|Phone not visible on source
DesignCore Studio|Architecture & CAD/Engineering|Architecture / Interior / Landscape|Piplod|310/311 Union Heights, Maharana Pratap Marg, RahulRaj Mall Lane, Piplod, Surat, Gujarat 395007|https://www.designcorestudio.co.in/|0261 246 2829|info@designcore.co.in|https://www.designcorestudio.co.in/contact|Company website|Large|GPU workstations for architecture/interior/landscape 3D rendering; dual monitors; NAS/server; backup; networking; AMC|Since 1991; 2000+ projects; works Pan-India|Long-established, large project volume, Pan-India growth|82|A|Principal / Partner|Contact found|Founder Manish Choksi; high seat count likely
Prakash Design Studio|Architecture & CAD/Engineering|Interior design studio|Nanpura|303, C-Block, 3rd Floor, President Plaza, beside Mahavir Cardiac Hospital, near Old R.T.O., Nanpura, Surat 395001|https://interiorprakash.in/|||https://www.houzz.in/professionals/interior-designers-and-decorators/prakash-design-studio-pfvwin-pf~1865379868|Houzz profile|Small-mid|GPU workstations for interior 3D rendering & furniture design; dual monitors; NAS; backup; networking; AMC|Since 2003 (22 yrs); commercial & residential interiors|Long-running studio|60|B|Principal / Owner|Existence-verified (contact pending)|Phone not visible on source
Likha Design Studio|Architecture & CAD/Engineering|Interior / Architecture studio|Adajan|Adajan Dn, Surat, Gujarat 395009|https://kreatecube.com/profile/likha-design-studio|||https://kreatecube.com/profile/likha-design-studio|KreateCube profile|Small|GPU workstations for interior/architecture rendering; dual monitors; NAS; backup; networking; AMC|Residential & commercial interiors; turnkey-focused|Turnkey project orientation|56|C|Principal / Owner|Existence-verified (contact pending)|Phone not visible on source
Sarjan Architects & Project Consultants|Architecture & CAD/Engineering|Architecture / Project consultancy|Nanpura|51, 5th Floor, River Palace A Wing, Opp. Old Civil Court, Nanpura, Surat 395001|https://sarjanarchitects.com/|9879604444|admin@sarjanarchitects.com|https://sarjanarchitects.com/|Company website|Mid-large|GPU workstations for govt/corporate/high-rise CAD & rendering; dual monitors; NAS/server; backup; structured networking; AMC|60+ yrs; government buildings, corporate offices, tall commercial/residential|Long-established firm; large-project pipeline|80|A|Principal Architect / Partner|Contact found|Project-consultancy scale; large drawing volumes
PDA Structural Design Engineers (Piyush Dudhat & Associates)|Architecture & CAD/Engineering|Structural consultant|Adajan|1005, White Orchid, LP Savani Rd, Adajan Gam, Adajan, Surat|https://pdasdeindia.wixsite.com/website|9924674455||https://pdasdeindia.wixsite.com/website|Company website|Small-mid|GPU workstations for STAAD/ETABS structural analysis & modelling; dual monitors; NAS; backup; networking; AMC|"Fastest growing" firm since 2015; 4.9-star, 33 reviews|Stated rapid growth since 2015|72|B|Principal Engineer / Owner|Contact found|Structural design & analysis software-heavy
Optima Engineers & Developers|Architecture & CAD/Engineering|Structural consultant|Surat|Surat, Gujarat|https://www.optimadevelopers.com/structural-consultancy/index.html|||https://www.optimadevelopers.com/structural-consultancy/index.html|Company website|Small-mid|GPU workstations for structural analysis/design software (latest tools); dual monitors; NAS; backup; networking; AMC|Residential, commercial, institutional & industrial structural consultancy|Diversified project sectors|62|B|Principal Engineer / Partner|Existence-verified (contact pending)|Uses latest structural software per source
P.C. Bodiwala (Structural & Industrial Consultant)|Architecture & CAD/Engineering|Structural consultant|Surat|Surat, Gujarat|https://pcbodiwala.in/|||https://pcbodiwala.in/|Company website|Small|GPU workstations for structural/industrial design & analysis; dual monitors; NAS; backup; networking; AMC|Industrial & commercial structural design/analysis consultancy|Specialist industrial consulting|58|C|Principal Engineer / Owner|Existence-verified (contact pending)|Contact not visible on source
PTH Consultancy Services LLP (Pramukh Test House)|Architecture & CAD/Engineering|Structural / Geotechnical consultant|Nana Varachha|40/1 Mansukh Nagar, Near Vraj, Nana Varachha, Surat 395003|https://www.indiamart.com/pth-consultancy-services/profile.html|||https://www.indiamart.com/pth-consultancy-services/profile.html|IndiaMART profile|Small-mid|Workstations + servers for structural analysis, geotechnical/material-testing data; NAS; backup; networking; CCTV; AMC|Founded 2016; geotechnical, structural & building-material testing|Newer LLP scaling testing+consultancy|60|B|Director / Principal Engineer|Existence-verified (contact pending)|Lab + consultancy; data-storage/CCTV potential
Manish R. Negandhi (Structural Expert)|Architecture & CAD/Engineering|Structural consultant|Vesu|436, Avadh Arena, Near Syambaba Temple, VIP Road, Vesu, Surat 395007||9712898001|negandhi_manish@gmail.com|https://www.suratmunicipal.gov.in/Content/Documents/rtiact/Disclosure/Town%20Development/TDO/StructuralExpert.pdf?ver=1943|Surat Municipal Corp. registered list|Small|GPU workstations for structural analysis/design software; dual monitors; NAS; backup; networking; AMC|SMC-registered structural expert (official municipal list)|Registered practising consultant|58|C|Principal Engineer / Owner|Contact found|Source = official SMC structural-expert register
Ducon Consultants Pvt. Ltd.|Architecture & CAD/Engineering|Structural / Industrial design|Vesu|402, SNS Arista, Opp. Happy Home Residency, Udhana-Magdalla Road, Vesu, Surat 395007|https://www.duconconsultants.in/|7211119652||https://www.duconconsultants.in/structures/contact.html|Company website|Mid|GPU workstations for structural + industrial project design/analysis; dual monitors; NAS/server; backup; networking; AMC|Renowned structural & industrial design consultancy; Pvt Ltd|Corporatised; industrial-project scale|74|B|Director / Principal Engineer|Contact found|Director Utsav Shah (MS Structural, U. Florida)
Esscons MEP & Engineering Design Services|Architecture & CAD/Engineering|MEP consultant|Pal / Adajan|The Boulevard, Office 323.2, Near Pratham Circle, Gallaria Street, Green City Road, Pal, Adajan, Surat 395009|https://essconsmep.com/|8469516900|essconsmep@gmail.com|https://essconsmep.com/|Company website|Mid (multi-city)|GPU workstations for MEP 3D/BIM modelling & coordination; dual monitors; NAS/server; backup; networking; AMC|Est. 2009; grew from electrical to full MEP; Surat + Ahmedabad offices|Multi-city growth; BIM/MEP coordination workload|78|A|Partner / Principal Engineer|Contact found|MEP/BIM is GPU+server heavy
Vrukshagra Consulting Services|Architecture & CAD/Engineering|MEP consultant|Umara|No. 38, S. K. Park, Umara Gam Road, Surat 395007||||https://vipulac.in/blog/best-mep-consultants-in-surat/|Industry blog listing|Small-mid|GPU workstations for MEP design (mechanical/electrical/plumbing); dual monitors; NAS; backup; networking; AMC|Est. 2010; multidisciplinary MEP for residential/commercial/industrial|Established multidisciplinary consultancy|58|C|Principal Engineer / Partner|Existence-verified (contact pending)|Contact not visible on source
Sopan Infotech Pvt. Ltd.|Architecture & CAD/Engineering|CAD/CAM mechanical design & SOLIDWORKS|Athwa Gate|2D, 2nd Floor, Dr. Mansukh Lal Tower, Opp. Dhiraj Sons, B/s Vanita Vishram College, Athwagate, Surat 395002|https://www.sopaninfotech.com/|9725554395|info@sopaninfotech.com|https://www.sopaninfotech.com/reach-us|Company website|Mid|High-end GPU workstations for SOLIDWORKS 3D CAD + ESPRIT CAM + mechanical 3D modelling; dual monitors; NAS/server; backup; networking; AMC|SOLIDWORKS Authorized Reseller & Training Centre since 2012; mechanical 2D/3D drafting services|Authorised reseller + training centre; growing CAD/CAM services|80|A|Director / Owner|Contact found|Runs design-services + training labs (many CAD seats)
Engineering Technique|Architecture & CAD/Engineering|CAD/CAM mechanical design & SOLIDWORKS|Athwa Gate|2nd Floor, Shreeji Nivas, Above A to Z Electronics, Besides Mansukhlal Tower, Opp. Dhiraj Sons, Athwa Gate, Surat 395001|https://www.enggtechnique.com/|||https://www.enggtechnique.com/|Company website|Mid|High-end GPU workstations for SOLIDWORKS CAD + mechanical design + 3D printing; dual monitors; NAS/server; backup; networking; AMC|SOLIDWORKS Authorized VAR (since 2000) for Surat/Gujarat/Mumbai; 3D printing & mech-design services|Long-standing reseller; 3D-printing + design-services expansion|74|B|Director / Owner|Existence-verified (contact pending)|Phone/email not visible on source; CAD/CAM + 3D printing
Polygon Design Studio|Architecture & CAD/Engineering|Architecture / Interior / Master planning|Adajan|502, Royal Trade Center, Near Cable-stayed Bridge, Hazira Road, Adajan, Surat 395009|https://pdsindia.net/|9426807807|polygondesigns@gmail.com|https://www.pdsindia.net/contact.php|Company website|Mid|GPU workstations for architecture/interior + master-planning 3D rendering; dual monitors; NAS; backup; networking; AMC|Architecture + interior + master planning practice|Diversified into master planning|70|B|Principal Architect / Partner|Contact found|Master-planning work raises compute need
Aura Interior Studio|Architecture & CAD/Engineering|Interior design studio|Vesu|No. 405, Four Point, VIP Road, Vesu, Surat 395001||8141424574|aura04studio@gmail.com|https://www.sulekha.com/aura-interior-studio-vesu-surat-contact-address|Sulekha listing|Small|GPU workstations for interior 3D rendering; dual monitors; NAS; backup; networking; AMC|Interior studio in Vesu|Vesu studio|56|C|Principal / Owner|Contact found|Residential/commercial interiors
Mstudio Interior|Architecture & CAD/Engineering|Interior design studio|Adajan|Business Bay Centre, 110, opp. Adajan, Surat 395005|https://mstudiointerior.com/|||https://mstudiointerior.com/|Company website|Mid|GPU workstations for interior 3D rendering; dual monitors; NAS; backup; networking; AMC|350+ completed projects (homes & offices)|High project throughput|62|B|Principal / Owner|Existence-verified (contact pending)|Phone not visible on source
Era Interior Design|Architecture & CAD/Engineering|Interior design / 3D visualisation|Jahangirpura|S25 Second Floor, Shree Nilkanth Business Hub, Causeway, Jahangirpura, Surat 395005|https://www.erainteriordesign.studio/|||https://www.erainteriordesign.studio/|Company website|Small|GPU workstations for interior design + 3D visualisation; dual monitors; NAS; backup; networking; AMC|Interior design + photorealistic 3D visualisation studio|Visualisation-focused (render-heavy)|58|C|Principal / Owner|Existence-verified (contact pending)|Explicit 3D-visualisation focus = GPU demand
Tej Consultant|Architecture & CAD/Engineering|Architecture / Structural / Urban planning|Adajan|S-7-8-9-10, Meghdhanush Apartment, B/s Kalpana Society, Adajan Patiya, Surat 395005|https://www.indiamart.com/tej-consultants/|||https://www.indiamart.com/tej-consultants/aboutus.html|IndiaMART profile|Small-mid|GPU workstations for architecture + structural design + interior CAD/rendering; dual monitors; NAS; backup; networking; AMC|Architecture, structural design, interior, project mgmt & valuation; many Surat projects (5 yrs)|Broad service mix; steady local volume|64|B|Principal / Partner|Existence-verified (contact pending)|Multi-discipline consultancy
I-CON Architects & Urban Planners|Architecture & CAD/Engineering|Architecture / Urban planning|Surat|Surat, Gujarat|https://www.houzz.in/professionals/architects-and-building-designers/i-con-architects-and-urban-planners-pfvwin-pf~311231442|||https://www.houzz.in/professionals/architects-and-building-designers/i-con-architects-and-urban-planners-pfvwin-pf~311231442|Houzz profile|Small-mid|GPU workstations for architecture + urban-planning rendering; dual monitors; NAS; backup; networking; AMC|Architecture + urban planning practice|Urban-planning scope|60|B|Principal Architect / Partner|Existence-verified (contact pending)|Address/phone not visible on source
M-Square Planning & Designing|Architecture & CAD/Engineering|Architecture / Planning|Surat|Surat, Gujarat|https://msquarearchitects.in/|||https://www.facebook.com/people/M-Square-Planning-Designing/100063774766538/|Facebook page|Small-mid|GPU workstations for architecture/planning rendering; dual monitors; NAS; backup; networking; AMC|Architecture + planning + design practice|Established planning/design firm|58|C|Principal Architect / Partner|Existence-verified (contact pending)|Contact not visible on source
Square Studio Designs|Architecture & CAD/Engineering|Design studio|Katargam|555, Laxmi Enclave 2, Opp Gajera School, Katargam, Surat||9998803717||https://www.facebook.com/squarestudio.india/|Facebook page|Small|GPU workstations for design/visualisation; dual monitors; NAS; backup; networking; AMC|Design studio in Katargam|Local design studio|54|C|Principal / Owner|Contact found|Design/visualisation studio
Akash Architects|Architecture & CAD/Engineering|Architecture firm|Athwa Gate / Nanpura|B-408, Tirupati Plaza, B/H Collector Office, Athwa Gates, Nanpura, Surat 395001|https://www.indiamart.com/akash-architect/|||https://www.indiamart.com/akash-architect/|IndiaMART profile|Small-mid|GPU workstations for architecture rendering & CAD; dual monitors; NAS; backup; networking; AMC|Architecture practice in Athwa Gate/Nanpura|Established firm in core architects' area|58|C|Principal Architect / Owner|Existence-verified (contact pending)|Phone not visible on source
INK inc|Architecture & CAD/Engineering|Interior / Architecture firm|Surat|Surat, Gujarat|https://www.facebook.com/INKinccorp/|9825134039||https://www.facebook.com/INKinccorp/|Facebook page|Small|GPU workstations for interior/architecture 3D rendering; dual monitors; NAS; backup; networking; AMC|Interior/architecture design firm|Local design firm|56|C|Principal / Owner|Contact found|Interior/architecture design
Design Synthesis|Architecture & CAD/Engineering|Architecture / Interior / Landscape|Surat|Surat, Gujarat (Opp. Jolly Party Plot area)|https://www.designsynthesis.in/|||https://www.designsynthesis.in/|Company website|Mid|GPU workstations for architecture/interior/landscape rendering; dual monitors; NAS; backup; networking; AMC|Multidisciplinary: architecture, interior, landscape across many sectors (healthcare, hospitality, sports)|Broad multi-sector portfolio|66|B|Principal Architect / Partner|Existence-verified (contact pending)|Address partial; contact not visible on source
Joban Desai & Associates|Architecture & CAD/Engineering|Architecture / Structural consultancy|Ghod Dod Road|Bhadani Chamber, Opp. Bank of Maharashtra, Ghod Dod Rd., Surat|https://gharpedia.com/nearby-professional/joban-desai-asso/|||https://gharpedia.com/nearby-professional/joban-desai-asso/|GharPedia profile|Mid|GPU workstations for architecture + structural CAD/rendering; dual monitors; NAS/server; backup; networking; AMC|Est. 1984; one of South Gujarat's leading/reputed firms|Long-established, reputed firm|68|B|Principal / Partner|Existence-verified (contact pending)|Phone not visible on source
AAKAR Architects & Associates|Architecture & CAD/Engineering|Architecture firm|Surat|Surat, Gujarat|https://www.facebook.com/aakararchitectsandassociates/|||https://www.facebook.com/aakararchitectsandassociates/|Facebook page|Small-mid|GPU workstations for architecture rendering & CAD; dual monitors; NAS; backup; networking; AMC|Architecture practice in Surat|Local architecture firm|56|C|Principal Architect / Partner|Existence-verified (contact pending)|Contact not visible on source
Naksh Gruham Design Studio|Architecture & CAD/Engineering|Interior design studio|Surat|Surat, Gujarat|https://nakshgruhamdesignstudio.in/|||https://nakshgruhamdesignstudio.in/|Company website|Small|GPU workstations for interior 3D rendering; dual monitors; NAS; backup; networking; AMC|Interior design for commercial & residential sites|Local interior studio|54|C|Principal / Owner|Existence-verified (contact pending)|Contact not visible on source
Gruham Solutions (Gruham Design Studio)|Architecture & CAD/Engineering|Architecture / Design studio|Sarthana|39, Ashirwad Park Society, B/H Subhash Nagar Society, Sarthana, Jakatnaka, Surat 395006|https://www.houzz.in/professionals/architects-and-building-designers/gruham-design-studio-pfvwin-pf~1203033188|||https://www.houzz.in/professionals/architects-and-building-designers/gruham-design-studio-pfvwin-pf~1203033188|Houzz profile|Small|GPU workstations for architecture/interior rendering; dual monitors; NAS; backup; networking; AMC|Architecture/design studio in Sarthana|Local design studio|54|C|Principal / Owner|Existence-verified (contact pending)|Phone not visible on source
