company_name|category|sub_category|area|address|website|phone|email|source_url|source_type|size_hint|hardware_need|buying_trigger|expansion_signal|lead_score|priority_tier|contact_approach|verification_status|notes
Nilkamal Homes (Furniture & Homeware)|Retail & Supermarket|Furniture & home retail|Ghoddod Rd / Ram Chowk|3rd Floor Crossway Mall Ghoddod Rd Ram Chowk Surat|https://stores.nilkamalhomes.com|||https://stores.nilkamalhomes.com/nilkamal-homes-premium-furniture-and-homeware-store-homewares-shop-ram-chowk-surat-294457/Home|Official store|Large-format premium furniture chain (60+ stores nationally)|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; digital signage; AMC|60+ large-format stores nationally; Surat outlet|National furniture chain expanding large-format stores|72|B|Store Manager / Purchase|Existence-verified (contact pending)|Large showroom; digital signage for product display; POS + CCTV
Durian Furniture - Surat|Retail & Supermarket|Furniture & home retail|Dumas Rd|Showroom 1 & 2 1st Floor Icon Business Center Besides Valentine Theatre Opp Central Mall Dumas Rd 395007|https://www.durian.in|||https://www.durian.in/store/furniture-store-in-surat|Official store|5431 sq.ft showroom; 5th Durian store in Gujarat|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; digital signage; AMC|First Surat store; 5th in Gujarat|National furniture brand expanding Gujarat/Surat|70|B|Store Manager / Purchase|Existence-verified (contact pending)|Large showroom format; recent Surat entry = fit-out opportunity
Pantaloons (Aditya Birla Fashion) - Surat|Retail & Supermarket|Branded apparel retail chain|City Light/Athwa, Magdalla/VR Mall|Unity Corner City Light Rd City Light Town Athwa 395007 (opp Bank of Baroda)|https://stores.pantaloons.com|08657959680||https://stores.pantaloons.com/pantaloons/clothing-store-in-surat/|Official store locator|344+ stores nationally; 2+ in Surat|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; digital signage; AMC|Multiple Surat stores (City Light, VR Mall)|ABFRL chain - 344+ stores expanding|74|B|Store/Operations Manager / Purchase|Contact found|City Light store phone captured; apparel chain = POS + LP-CCTV per store
Reliance Trends - Surat|Retail & Supermarket|Branded apparel retail chain|Udhna/Reliance Mega Mall, Magdalla/VR Mall|Reliance Mega Mall Udhna; VR Mall Magdalla|https://reliancetrends.com|||https://reliancetrends.com/page/trends-reliance-mega-mall-surat|Official store page|India's largest fashion retail chain; multi-store Surat|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; digital signage; AMC|Multiple Trends stores in Surat|Reliance Retail apparel - aggressive store expansion|76|A|Purchase / Operations Manager|Existence-verified (contact pending)|Reliance Retail brand; procurement central but multi-store presence
Reliance Trends Footwear - Surat|Retail & Supermarket|Branded footwear retail chain|Udhna/Reliance Mega Mall, Magdalla/VR Mall|Trends Footwear Reliance Mega Mall Opp Apple Hospital Udhna; VR Mall|https://relianceretail.com|||https://relianceretail.com/trends-footwear.html|Official site + JustDial|Exclusive footwear format; multi-store Surat|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; digital signage; AMC|Multiple footwear stores in Surat|Reliance Retail footwear format expanding|72|B|Purchase / Operations Manager|Existence-verified (contact pending)|Reliance footwear retail; per-store POS + CCTV
Reliance Fashion Factory - Surat|Retail & Supermarket|Branded apparel retail chain|Adajan/Hazira Rd|Royal Trade Center Hazira Rd Opp Star Bazaar Adajan Surat|https://reliancefashionfactorystores.com|||https://location.reliancefashionfactorystores.com/fashion-factory-ff-surat-royal-trd-clothing-stores-adajan-surat-286952/Home|Official store|Multi-brand fashion discount chain (Reliance Retail)|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; digital signage; AMC|Discount fashion store operating Adajan|Reliance Retail discount format expanding|70|B|Purchase / Operations Manager|Existence-verified (contact pending)|Large discount apparel store; high footfall = LP-CCTV + POS
Westside (Trent/Tata) - Surat|Retail & Supermarket|Departmental / apparel retail chain|Magdalla/VR Mall, Adajan, Dumas Rd/Iscon Mall|01F VR Mall Dumas Airport Rd Magdalla 395007; Iscon Mall Surat-Dumas Rd; Adajan|https://www.westside.com|+919033001075|mywestside@trent-tata.com|https://www.westside.com/apps/s/storelocators/surat?type=westside|Official store locator|Tata/Trent large-format dept stores; 3+ in Surat|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; digital signage; back-office server; AMC|3+ Westside stores in Surat|Tata/Trent expanding large-format apparel/dept stores|80|A|Purchase / Operations Manager|Contact found|Phone + email captured; large-format dept store - strong full-stack hardware need
Zudio (Trent/Tata) - Surat|Retail & Supermarket|Branded apparel retail chain|Multiple (Athwa, Vesu, Trinity/LP Savani, Pandesara, Singanpor, Corner Walk)|G-5/G-6 LP Savani Rd 395009 (Trinity); City Light Rd Athwa; Highfield Ascot VIP Rd Vesu; KSB Olympia Mall Pandesara|https://www.zudio.com|||https://www.zudio.com/apps/s/zudio/storelocators/gujarat/surat|Official store locator|Tata/Trent value-fashion; 8+ stores in Surat|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; digital signage; AMC|8+ Zudio stores across Surat; rapid expansion|Fastest-growing value-fashion chain - new Surat stores frequently|82|A|Purchase / Operations Manager|Existence-verified (contact pending)|Trent's fastest-growing format; dense Surat presence = repeat per-store fit-outs (strong lead)
V-Mart - Surat|Retail & Supermarket|Departmental / value-fashion retail chain|Nana Varachha, Mota Varachha, Parvat Patia|Deepkamal Mall Varachha Main Rd Nana Varachha 395006; Mota Varachha; Near Midas Square Parvat Patia|https://stores.vmartretail.com|||https://stores.vmartretail.com/location/gujarat/surat|Official store locator|Value-retail dept-store chain; 3+ in Surat|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; digital signage; back-office server; AMC|Multiple V-Mart stores in Surat|National value-retail chain expanding Surat/Gujarat|76|A|Purchase / Operations Manager|Existence-verified (contact pending)|Value dept store (apparel + general merch); per-store POS + CCTV + signage
Tanishq (Titan) - Surat|Retail & Supermarket|Jewellery retail chain|Adajan, Ghoddod Rd, Varachha Rd|Pyramid Square Near LP Savani Circle 120 Feet Rd Adajan 395009; Opp St Xaviers School Ghoddod Rd 395007|https://stores.tanishq.co.in|||https://stores.tanishq.co.in/store-locator/jewellery-stores/city/Surat|Official store locator|Titan jewellery chain; multiple Surat showrooms|loss-prevention CCTV (critical); bulk POS/billing desktops; per-store networking + Wi-Fi; back-office server; AMC|Multiple Tanishq showrooms in Surat|Titan expanding jewellery retail; high-security stores|84|A|Purchase / IT / Store Manager|Existence-verified (contact pending)|Jewellery = highest-grade CCTV/access-control + POS; Surat is diamond city - jewellery retail dense
Sales India - Surat|Retail & Supermarket|Electronics & home-appliance retail chain|Multiple (Katargam, Varachha, Parvat Patia, Adajan/Rander Rd, Udhana Darwaja)|Apple Square Gajera Circle Katargam 395004; Milestone Vibrant Below Passport Office Udhana Darwaja 395002|https://www.salesindia.com|+919925044075||https://www.justdial.com/Surat/Sales-India-Pvt-Ltd-Below-Passport-Office-Udhana-Darwaja/0261PX261-X261-160423114615-P5P6_BZDET|JustDial + Hitachi dealer page|Multi-store appliance/electronics chain; 5+ Surat outlets|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; digital signage; AMC|5+ Sales India stores across Surat|Regional electronics/appliance chain expanding Surat|78|A|Purchase / IT|Contact found|Phone captured; multi-outlet appliance retailer - strong POS + CCTV need
Shreeji Super Store|Retail & Supermarket|Supermarket / Departmental store chain (local)|Multiple incl. near Udhna|Shreeji Building Near Mahta Petrol Pump Surat; new outlet near Udhna|||| https://www.justdial.com/Surat/Supermarkets/nct-10463784|JustDial / Sulekha listing|Local multi-branch superstore chain|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; back-office server; AMC|Recently opened new outlet near Udhna|Local Surat chain actively opening new stores|70|B|Owner / Purchase|Existence-verified (contact pending)|Local expanding superstore; decisions local (high relevance) - verify exact branch addresses
Pocket Stores|Retail & Supermarket|Departmental store chain (local)|Kamrej, Amroli, Choryasi|Bus Stand JIN Compound Near Kamrej Choryasi Surat|||| https://www.justdial.com/Surat/Pocket-Stores-Near-Bus-Stand-Jin-Compound-Near-Kamrej-Kamrej/0261PX261-X261-200318141208-K9C4_BZDET|JustDial + Facebook|Local dept-store chain (Kamrej + Amroli)|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; AMC|Multi-location local chain (Kamrej, Amroli)|Local nearby South Gujarat dept-store chain|66|B|Owner / Store Manager|Existence-verified (contact pending)|Nearby Surat (Kamrej/Amroli); local owner-led - easier direct approach
Bata - Surat|Retail & Supermarket|Branded footwear retail chain|Citylight/Athwa, Lal Gate, LP Savani Rd, Varachha Rd|G-2a Unity Corner Citylight Main Rd Athwa 395007 Near ICICI Bank; Rajmahal Rd Lal Gate 395003|https://www.bata.com|||https://www.bata.com/in/storesfind|Official store locator + JustDial|National footwear chain; 4+ Surat stores|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; AMC|Multiple Bata stores across Surat|National footwear chain - steady store network|68|B|Purchase / Store Manager|Existence-verified (contact pending)|Per-store POS + CCTV; procurement likely central but multi-store presence
Metro Shoes - Surat|Retail & Supermarket|Branded footwear retail chain|Bhaga Talav|Bhaga Talao Main Rd Surat|https://stores.metroshoes.com|||https://stores.metroshoes.com/metro-shoes-bhaga-talao-main-road-surat-gujarat-srt|Official store|National footwear chain; Surat store|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; AMC|Store operating Bhaga Talav|National footwear retailer present in Surat|64|B|Purchase / Store Manager|Existence-verified (contact pending)|Footwear retail; POS + CCTV per store
Spice Hotspot - Surat|Retail & Supermarket|Mobile retail chain|Surat (multiple)|Surat (Motorola authorized dealer showroom)|||| https://inrdeals.com/dealer/motorola-mobile-phones/gujarat/motorola-showroom-in-surat/spice-hotspot-150223|inrdeals dealer listing|Authorized mobile retail showroom chain|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; AMC|Authorized brand dealer; multiple Surat showrooms|Mobile retail chain operating in Surat|62|B|Owner / Purchase|Existence-verified (contact pending)|Authorized Motorola dealer; mobile retail = POS + CCTV; verify branch list
Gujarat Mobile Shop|Retail & Supermarket|Mobile retail chain|Surat|Surat (multi-brand mobile retailer)|||| https://www.indiamart.com/company/51311221/|IndiaMART company page|Multi-brand mobile retailer (Samsung, Nokia, Spice)|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; AMC|Multi-brand mobile retailer in Surat|Local mobile retailer|58|C|Owner / Purchase|Existence-verified (contact pending)|Verify scale (single vs multi-store); mobile retail POS + CCTV need
Wooden Street - Surat|Retail & Supermarket|Furniture & home retail|Surat (multiple studios)|Surat (furniture experience studios)|https://www.woodenstreet.com|||https://www.woodenstreet.com/furniture-store-surat|Official store page|Furniture chain with several Surat stores|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; digital signage; AMC|Several furniture studios in Surat|National furniture brand expanding Surat studios|66|B|Store Manager / Purchase|Existence-verified (contact pending)|Multiple experience studios; digital signage + POS + CCTV
Pepperfry Studio - Surat|Retail & Supermarket|Furniture & home retail|Udhna-Magdalla Rd|Ambica Industrial Soc 1st Floor 132/A Udhna Magdalla Rd Surat|https://www.pepperfry.com|||https://www.pepperfry.com/stores/city/furniture-store-in-surat.html|Official store locator|Furniture studio chain; Surat outlet|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; digital signage; AMC|Studio operating Udhna-Magdalla Rd|National furniture marketplace expanding physical studios|62|B|Store Manager / Purchase|Existence-verified (contact pending)|Experience studio; POS + signage + CCTV
Oria Homes|Retail & Supermarket|Furniture & home retail|Surat|Surat (premium furniture store)|https://www.theoriahomes.com|||https://www.theoriahomes.com/pages/furniture-store-in-surat|Company website|Premium furniture retailer in Surat|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; digital signage; AMC|Premium furniture showroom operating|Local premium furniture retailer|60|B|Owner / Store Manager|Existence-verified (contact pending)|Premium showroom; verify multi-store; signage + POS + CCTV
Jalaram Furniture Mall|Retail & Supermarket|Furniture & home retail|Surat|Surat (large furniture store)|||| https://threebestrated.in/furniture-stores-in-surat-gj|threebestrated listing|Well-recognized large furniture store|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; AMC|Established large furniture store|Local established furniture retailer|58|C|Owner / Store Manager|Existence-verified (contact pending)|Local furniture mall; verify scale + contact
Adinath Furniture Mall|Retail & Supermarket|Furniture & home retail|Surat|Surat (large furniture store, 30+ yrs)|||| https://threebestrated.in/furniture-stores-in-surat-gj|threebestrated listing|Aims to be Surat's biggest furniture provider; 30+ yrs|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; AMC|Established 30+ years; growth ambition stated|Local furniture retailer with expansion vision|62|B|Owner / Store Manager|Existence-verified (contact pending)|Long-established; aims to be Surat's biggest - growth signal; verify contact
7Heven Supermarket (franchise) - Gujarat/Surat|Retail & Supermarket|Supermarket chain (franchise)|Gujarat (franchise model, Surat area)|Franchise outlets across Gujarat|https://7heven.com|||https://7heven.com/franchise/|Company website|400+ outlets across 14+ states; franchise model|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; AMC|400+ outlets; active franchise expansion in Gujarat|Rapidly expanding supermarket franchise; new Gujarat stores|70|B|Franchise Owner / Purchase|Existence-verified (contact pending)|Franchise model = many independent owners (each a fit-out lead); confirm specific Surat outlets
MedPlus Pharmacy - Surat|Retail & Supermarket|Pharmacy / medical-store chain|Surat (multiple)|Surat (multiple medical stores)|https://www.medplusindia.com|||https://www.medplusmart.com/storelocator|Official store locator|2nd largest pharmacy chain India; 5300+ stores|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; back-office server; AMC|National chain expanding 600+ cities|Aggressive national pharmacy expansion incl. Gujarat|74|B|Purchase / Regional IT|Existence-verified (contact pending)|Verify Surat store count via locator; pharmacy POS + CCTV recurring need
Wellness Forever - Surat|Retail & Supermarket|Pharmacy / medical-store chain|Surat (expanding)|Surat (pharmacy & wellness stores)|https://www.wellnessforever.com|||https://www.wellnessforever.com/|Company website|National pharmacy/wellness chain expanding|bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; AMC|Mission to expand chain by 2026|Fast-growing pharmacy/wellness retail chain|68|B|Purchase / Regional IT|Existence-verified (contact pending)|Confirm Surat presence/store count; pharmacy POS + LP-CCTV + AMC
