company_name|category|sub_category|area|address|website|phone|email|source_url|source_type|size_hint|hardware_need|buying_trigger|expansion_signal|lead_score|priority_tier|contact_approach|verification_status|notes
Om Plywood and Hardware|Local Retail SME|Hardware/Paint|Bhatar Road|Bhatar Road, Surat|https://www.hindustanyellowpages.in/Mobile/9724397043|9724397043||https://www.hindustanyellowpages.in/Mobile/9724397043|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; CCTV; Wi-Fi; AMC|Plywood+hardware inventory billing|Bhatar Road commercial area|65|B||Contact found|Real mobile captured
Om Hardware and Sales|Local Retail SME|Hardware/Paint|Surat HO|Surat HO, Surat|https://www.hindustanyellowpages.in/Mobile/9033411771|9825372176||https://www.hindustanyellowpages.in/Mobile/9033411771|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; CCTV; Wi-Fi; AMC|Hardware stock billing|Two lines (9825372176/9033411771)|64|B||Contact found|Real mobile captured
A To Z Hardware Stores|Local Retail SME|Hardware/Paint|Udhana Darwaja|Udhana Darwaja, Surat|https://www.hindustanyellowpages.in/Mobile/9374801917|9374500866||https://www.hindustanyellowpages.in/Mobile/9374801917|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; CCTV; Wi-Fi; AMC|Wide hardware range; billing|Two lines (9374500866/9374801917)|65|B||Contact found|Real mobile captured
Kanaiya Hardware and Sanitary|Local Retail SME|Hardware/Paint|Katargam|Katargam, Surat|https://www.hindustanyellowpages.in/Mobile/9825250917|9825250917||https://www.hindustanyellowpages.in/Mobile/9825250917|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; CCTV; Wi-Fi; AMC|Hardware+sanitary inventory billing|Katargam trade area|64|B||Contact found|Real mobile captured
Shree Ridhi Sidhi Hardware And Electricals|Local Retail SME|Hardware/Paint|Godadara|Godadara, Surat|https://www.hindustanyellowpages.in/Mobile/8128389969|9898376936||https://www.hindustanyellowpages.in/Mobile/8128389969|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; CCTV; Wi-Fi; AMC|Hardware+electricals billing|Two lines (9898376936/8128389969)|65|B||Contact found|Real mobile captured
Sansar Hardware Stores|Local Retail SME|Hardware/Paint|Ring Road|Ring Road, Surat|https://www.hindustanyellowpages.in/Surat/SANSAR-HARDWARE-STORES/Ring-Road|9825134580||https://www.hindustanyellowpages.in/Surat/SANSAR-HARDWARE-STORES/Ring-Road|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; CCTV; Wi-Fi; AMC|Ring Road wholesale-retail; billing|Prime Ring Road location|66|B||Contact found|Real mobile captured
Tavakkal Hardware & Electricals|Local Retail SME|Hardware/Paint|Limbayat|Idgah Road, Limbayat Udhana Yard, Limbayat, Surat 395006|https://nipponpaint.co.in/wp-content/uploads/2024/11/Gujarat.pdf|9426875334||https://nipponpaint.co.in/wp-content/uploads/2024/11/Gujarat.pdf|Manufacturer dealer list (Nippon Paint)|Single store, owner-run|POS/billing desktop; CCTV; Wi-Fi; AMC|Authorized paint dealer; counter billing|Nippon Paint authorized dealer|65|B||Contact found|Real mobile captured from Nippon dealer PDF
Shubham Paints|Local Retail SME|Hardware/Paint|Katargam|Shop No.2, Prabhudarshan Complex, Opp Fire Station, Katargam, Surat 395004|https://nipponpaint.co.in/wp-content/uploads/2024/11/Gujarat.pdf|9374843906||https://nipponpaint.co.in/wp-content/uploads/2024/11/Gujarat.pdf|Manufacturer dealer list (Nippon Paint)|Single store, owner-run|POS/billing desktop; CCTV; Wi-Fi; AMC|Paint dealer; colour-mix counter billing|Nippon Paint authorized dealer|64|B||Contact found|Real mobile captured from Nippon dealer PDF
Shakti Colour & Hardware|Local Retail SME|Hardware/Paint|Varachha Road|65/8, Variya Marble Compound, M.H. Complex, Varachha Road, Surat 395006|https://nipponpaint.co.in/wp-content/uploads/2024/11/Gujarat.pdf|9925233986||https://nipponpaint.co.in/wp-content/uploads/2024/11/Gujarat.pdf|Manufacturer dealer list (Nippon Paint)|Single store, owner-run|POS/billing desktop; CCTV; Wi-Fi; AMC|Paint+hardware billing|Nippon Paint authorized dealer|64|B||Contact found|Real mobile captured from Nippon dealer PDF
Sanjivani Medical Store|Local Retail SME|Medical/Pharmacy|Surat HO|Surat HO, Surat|https://www.hindustanyellowpages.in/Surat/sanjivani-medical-store/Surat-Ho|9879174297||https://www.hindustanyellowpages.in/Surat/sanjivani-medical-store/Surat-Ho|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; CCTV; networking; AMC|Pharmacy billing software + CCTV mandatory|Independent chemist|70|B||Contact found|Real mobile captured; pharmacy = recurring billing/AMC
Balaji Medical and General Stores|Local Retail SME|Medical/Pharmacy|Surat HO|Surat HO, Surat|https://www.hindustanyellowpages.in/Surat/Balaji-Medical-AND-General-Stores/Surat-Ho|9909668668||https://www.hindustanyellowpages.in/Surat/Balaji-Medical-AND-General-Stores/Surat-Ho|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; CCTV; networking; AMC|Medical+general store billing; CCTV|Combined medical & general goods|70|B||Contact found|Real mobile captured
Baby Jivan Medical Stores|Local Retail SME|Medical/Pharmacy|Surat HO|Surat HO, Surat|https://www.hindustanyellowpages.in/Surat/Baby-Jivan-Medical-Stores/Surat-Ho|9825379187||https://www.hindustanyellowpages.in/Surat/Baby-Jivan-Medical-Stores/Surat-Ho|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; CCTV; networking; AMC|Pharmacy billing + CCTV|Independent chemist|69|B||Contact found|Real mobile captured
Amar Medical Store|Local Retail SME|Medical/Pharmacy|Kamrej|Kamrej, Surat|https://www.helloindia.co/Surat/Amar-Medical-Store/Surat-Ho/ContactUs|9925181951||https://www.helloindia.co/Surat/Amar-Medical-Store/Surat-Ho/ContactUs|Directory (HelloIndia)|Single store, owner-run|POS/billing desktop; CCTV; networking; AMC|Pharmacy billing + CCTV|Mobile + landline (02621-251828)|66|B||Contact found|Real mobile captured
Krishna Medical And Pet Shop|Local Retail SME|Medical/Pharmacy|Surat HO|Surat HO, Surat|https://www.helloindia.co/Surat/Krishna-Medical-And-Pet-Shop/Surat-Ho|9898599118||https://www.helloindia.co/Surat/Krishna-Medical-And-Pet-Shop/Surat-Ho|Directory (HelloIndia)|Single store, owner-run|POS/billing desktop; CCTV; networking; AMC|Pharmacy+pet retail billing; CCTV|Dual-line business (medical+pet)|67|B||Contact found|Real mobile captured; combined niche store
Rajal Stationery and Xerox|Local Retail SME|Stationery|Surat HO|Surat HO, Surat|https://www.hindustanyellowpages.in/Mobile/9727013469|9727013469||https://www.hindustanyellowpages.in/Mobile/9727013469|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; multi-function printer; CCTV; AMC|Xerox/printing means recurring IT/AMC needs|Two lines (9727013469/9035616161)|66|B||Contact found|Real mobile captured; printing+stationery = good AMC fit
Gokul Stationery Mart|Local Retail SME|Stationery|Surat HO|Surat HO, Surat|https://www.hindustanyellowpages.in/Mobile/9825487415|9904571542||https://www.hindustanyellowpages.in/Mobile/9825487415|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; printer; CCTV; AMC|Stationery mart billing|Two lines (9904571542/9825487415)|64|B||Contact found|Real mobile captured
Amar Stationery and Gift Articles|Local Retail SME|Stationery|Surat HO|Surat HO, Surat|https://www.hindustanyellowpages.in/Mobile/9925709595|9925709595||https://www.hindustanyellowpages.in/Mobile/9925709595|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; printer; CCTV; AMC|Stationery+gift billing; CCTV for gifts|Combined stationery & gift lines|65|B||Contact found|Real mobile captured
Ambika Stationery|Local Retail SME|Stationery|Surat HO|Surat HO, Surat|https://www.hindustanyellowpages.in/Mobile/9428635152|9428635152||https://www.hindustanyellowpages.in/Mobile/9428635152|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; printer; CCTV; AMC|Stationery billing|Two lines (9428635152/8347438523)|63|C||Contact found|Real mobile captured
Sanjay Store|Local Retail SME|Stationery|Surat HO|Surat HO, Surat|https://www.hindustanyellowpages.in/Surat/Sanjay-store/Surat-Ho|9879069222||https://www.hindustanyellowpages.in/Surat/Sanjay-store/Surat-Ho|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; printer; CCTV; AMC|General stationery billing|Independent stationery general store|62|C||Contact found|Real mobile captured
Modern The Craft Shop|Local Retail SME|Gift/Toys|Ghod Dod Road|Ghod Dod Road, Surat|https://www.hindustanyellowpages.in/Surat/Modern-The-Craft-Shop/GHOD-DOD-ROAD|9825425860||https://www.hindustanyellowpages.in/Surat/Modern-The-Craft-Shop/GHOD-DOD-ROAD|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; CCTV; Wi-Fi; AMC|Gift/craft retail; CCTV for displays|Prime Ghod Dod Road location|66|B||Contact found|Real mobile captured
Sangeeta Steel and Gift Corner|Local Retail SME|Gift/Toys|Surat HO|Surat HO, Surat|https://www.hindustanyellowpages.in/Mobile/9426773744|9426773744||https://www.hindustanyellowpages.in/Mobile/9426773744|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; CCTV; AMC|Steel+gift retail billing; CCTV|Combined steel utensils & gift lines|63|C||Contact found|Real mobile captured
Harshil Second Hand Toys|Local Retail SME|Gift/Toys|Surat|Surat|https://harshil-second-hand-toys.ueniweb.com/|8469888767||https://harshil-second-hand-toys.ueniweb.com/|Business website (UENI)|Single store, owner-run|POS/billing desktop; CCTV; AMC|Has own web storefront; growing|Owns UENI website|62|C||Contact found|Real mobile captured; small owner-run toy store
Shivam Furniture and Furnishing|Local Retail SME|Furniture/Home|Navsari Road|Navsari Road, Surat|https://www.hindustanyellowpages.in/Mobile/9879239935|9879239935||https://www.hindustanyellowpages.in/Mobile/9879239935|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; CCTV; Wi-Fi; AMC|Big-ticket furniture needs CCTV+billing|Two lines (9879239935/9879239933)|68|B||Contact found|Real mobile captured; furniture = high-value CCTV fit
Radhe Furniture|Local Retail SME|Furniture/Home|Varachha Road|Varachha Road, Surat|https://www.hindustanyellowpages.in/Surat/Radhe-Furniture/Varachha-Road|9925524484||https://www.hindustanyellowpages.in/Surat/Radhe-Furniture/Varachha-Road|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; CCTV; Wi-Fi; AMC|High-value furniture; surveillance|Varachha furniture market|67|B||Contact found|Real mobile captured
Ugam Mobile Accessories|Local Retail SME|Mobile Accessories|Varachha Road|Shop 59A/60, Avadh Viceroy, Sarthana Jakatnaka, Varachha Road, Surat 395006|https://www.justdial.com/Surat/Ugam-Mobile-Accessories-Near-DMart-Varachha-Road/0261PX261-X261-190716194447-D6M1_BZDET|||https://www.justdial.com/Surat/Ugam-Mobile-Accessories-Near-DMart-Varachha-Road/0261PX261-X261-190716194447-D6M1_BZDET|Directory (JustDial)|Single store, owner-run|POS/billing desktop; CCTV; Wi-Fi; AMC|Small-item theft risk drives CCTV; billing|Near D-Mart, high footfall|62|C||Existence-verified (contact pending)|Address verified; JustDial number was proxy, real number pending
Aradhana Mobile Accessories & Repairing|Local Retail SME|Mobile Accessories|Varachha Road|Shop 6, Harekrishna Complex, Khodiyal Nagar, Varachha Road, Surat 395006|https://www.justdial.com/Surat/A-To-Z-Mobile-Accessories-Repairing-Opposite-Khand-Bazar-Varachha-Road/0261PX261-X261-180103190849-M1M5_BZDET|||https://www.justdial.com/Surat/A-To-Z-Mobile-Accessories-Repairing-Opposite-Khand-Bazar-Varachha-Road/0261PX261-X261-180103190849-M1M5_BZDET|Directory (JustDial)|Single store, owner-run|POS/billing desktop; CCTV; Wi-Fi; AMC|Repair+accessories; CCTV for small items|4.9 rating, near HDFC Bank|62|C||Existence-verified (contact pending)|Address verified; number pending (JustDial proxy)
Kanaiya Readymades|Local Retail SME|Garment/Boutique|Olpad|Olpad, Surat|https://www.hindustanyellowpages.in/Surat/Kanaiya-Readymades/Olpad|9824184352||https://www.hindustanyellowpages.in/Surat/Kanaiya-Readymades/Olpad|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; CCTV; Wi-Fi; AMC|Garment retail billing; CCTV for trial counters|Olpad (Surat) readymades+boutique|65|B||Contact found|Real mobile captured
Uncle Shop|Local Retail SME|Garment/Boutique|Surat HO|Surat HO, Surat|https://www.hindustanyellowpages.in/Surat/Uncle-Shop/Surat-Ho|9327391514||https://www.hindustanyellowpages.in/Surat/Uncle-Shop/Surat-Ho|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; CCTV; Wi-Fi; AMC|Readymade garment showroom billing|Established readymade showroom|65|B||Contact found|Real mobile captured
Chandrika Dresses / Chandrika Garments|Local Retail SME|Garment/Boutique|Kotsafil Road|Kotsafil Road, Surat|https://www.hindustanyellowpages.in/Surat/Chandrika-Dresses--OR--Chandrika-Garments/Kotsafil-Road|9227193714||https://www.hindustanyellowpages.in/Surat/Chandrika-Dresses--OR--Chandrika-Garments/Kotsafil-Road|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; CCTV; Wi-Fi; AMC|Garment showroom billing; CCTV|Dresses+garments retail/wholesale|65|B||Contact found|Real mobile captured
Miracle Ladies Corner|Local Retail SME|Garment/Boutique|Surat HO|Surat HO, Surat|https://www.hindustanyellowpages.in/Mobile/9374716876|9377725549||https://www.hindustanyellowpages.in/Mobile/9374716876|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; CCTV; Wi-Fi; AMC|Ladies wear boutique billing; CCTV trial areas|Two lines (9377725549/9374716876)|66|B||Contact found|Real mobile captured; ladies boutique
Divya Shopee|Local Retail SME|Footwear|Adajan|Adajan, Surat|https://www.hindustanyellowpages.in/Surat/Divya-Shopee/Adajan|7359728031||https://www.hindustanyellowpages.in/Surat/Divya-Shopee/Adajan|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; CCTV; Wi-Fi; AMC|Footwear retail billing; CCTV|Adajan footwear shop|64|B||Contact found|Real mobile captured
Dipak Kirana Store|Local Retail SME|Supermarket/Kirana|Bhagal|Bhagal, Surat|https://www.hindustanyellowpages.in/Surat/Dipak-Kirana-Store/Bhagal|9909615014||https://www.hindustanyellowpages.in/Surat/Dipak-Kirana-Store/Bhagal|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; CCTV; weighing-scale integration; AMC|Grocery billing + CCTV adoption|Independent kirana, central Bhagal|66|B||Contact found|Real mobile captured; kirana billing+CCTV fit
Mahavir Farsan and Provision|Local Retail SME|Supermarket/Kirana|City Light Road|City Light Road, Surat|https://www.hindustanyellowpages.in/Surat/Mahavir-Farsan-AND-Provision/City-Light-Road|8866230752||https://www.hindustanyellowpages.in/Surat/Mahavir-Farsan-AND-Provision/City-Light-Road|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; CCTV; AMC|Farsan+provision billing; CCTV|Prime City Light Road; high turnover|67|B||Contact found|Real mobile captured
Shree Jalaram Hardware and General Stores|Local Retail SME|Hardware/Paint|Unn|Unn, Surat|https://www.hindustanyellowpages.in/Surat/SHREE-JALARAM-HARDWARE-AND-GENERAL-STORES/Unn|9825588924||https://www.hindustanyellowpages.in/Surat/SHREE-JALARAM-HARDWARE-AND-GENERAL-STORES/Unn|Directory (HindustanYellowPages)|Single store, owner-run|POS/billing desktop; CCTV; AMC|Hardware+general billing|Unn area store|63|C||Contact found|Real mobile captured
Naik Brothers|Local Retail SME|Hardware/Paint|Bardoli|14, Panchsheel Chambers, Gandhi Road, Bardoli, Surat 394602|https://nipponpaint.co.in/wp-content/uploads/2024/11/Gujarat.pdf|9879405526||https://nipponpaint.co.in/wp-content/uploads/2024/11/Gujarat.pdf|Manufacturer dealer list (Nippon Paint)|Single store, owner-run|POS/billing desktop; CCTV; AMC|Paint dealer; colour-mix billing|Nippon Paint authorized dealer (Bardoli)|62|C||Contact found|Real mobile captured; Surat district (Bardoli)
