company_name|category|sub_category|area|address|website|phone|email|source_url|source_type|size_hint|hardware_need|buying_trigger|expansion_signal|lead_score|priority_tier|contact_approach|verification_status|notes
Shailja Polyesters Pvt Ltd|Textile Manufacturing|Yarn / Texturising|Surat|Surat, Gujarat (yarn texturising unit)|https://www.shailjapolyesters.com/|||https://www.shailjapolyesters.com/|Company website|Mid: textile yarn manufacturer/exporter, texturising|ERP servers; plant & billing PCs; CCTV; networking + Wi-Fi; biometric attendance; AMC|Export-quality yarn; texturising capacity|Export-focused yarn production|68|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Yarn texturising; plant-floor IT and surveillance need
Saanika Industries Pvt Ltd|Textile Manufacturing|Yarn / Texturising (DTY/ATY)|Surat|Surat, Gujarat (Polyester DTY, ATY, knitted fabric)|https://saanikaindustries.com/|||https://saanikaindustries.com/|Company website|Mid: DTY, ATY + knitted fabric manufacturer/exporter|ERP servers; plant & billing PCs; CCTV; networking + Wi-Fi; biometric attendance; AMC|Diversified into knitted fabric + texturising|Yarn + knitting integration|68|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Texturising + knitting; plant CCTV/network opportunity
Sumeet Industries (Saanika Polytex DTY)|Textile Manufacturing|Yarn / Texturising (DTY)|Surat|Surat (Polyester Draw Textured Yarn)|https://www.saanikapolytex.co.in/polyester-yarn.html|||https://www.saanikapolytex.co.in/polyester-yarn.html|Company website|Mid: polyester draw textured yarn manufacturer|ERP servers; plant & billing PCs; CCTV; networking + Wi-Fi; biometric attendance; AMC|Texturising yarn production capacity|DTY production line|62|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Saanika Polytex DTY brand; yarn plant IT/CCTV need
Devika Group|Textile Manufacturing|Yarn / Texturising (PTY)|Surat|Surat, Gujarat (polyester texturized yarn)|https://dir.indiamart.com/surat/polyester-yarn.html|||https://dir.indiamart.com/surat/polyester-yarn.html|IndiaMART directory|Mid-large: est. 1992; major polyester texturized yarn player|ERP servers; plant & billing PCs; CCTV; networking + Wi-Fi; biometric attendance; AMC|Established texturising scale since 1992|Major PTY market player|66|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Established texturising group; plant-floor surveillance/network scope
Kiran Dyed Yarn|Textile Manufacturing|Yarn (dyed/polyester dyed)|Surat|Surat, Gujarat (polyester dyed yarn)|https://www.kirandyedyarn.com/|||https://www.kirandyedyarn.com/|Company website|Small-mid: polyester dyed yarn manufacturer/supplier|Tally servers; billing PCs; CCTV; networking + Wi-Fi; biometric attendance; AMC|Dyed yarn production|Yarn dyeing operations|58|C|Owner/Director|Existence-verified (contact pending)|Dyed yarn unit; basic IT + CCTV need
Akash Dyeing & Printing Mills Pvt Ltd|Textile Manufacturing|Dyeing & Printing (processing house)|Pandesara|Pandesara, Surat 394221|https://www.justdial.com/jdmart/Surat/Akash-Dyeing-Printing-Mills-PVT-LTD-Pandesara/0261PX261-X261-121103160515-S9W5_BZDET/catalogue|||https://www.justdial.com/jdmart/Surat/Akash-Dyeing-Printing-Mills-PVT-LTD-Pandesara/0261PX261-X261-121103160515-S9W5_BZDET/catalogue|JustDial|Mid: dyeing & printing mill, Pandesara cluster|ERP/Tally servers; billing & design PCs; large-area CCTV; networking + Wi-Fi; biometric attendance; AMC|Operating processing house in Pandesara cluster|Processing capacity in GIDC|68|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Listed textile mill in Pandesara; processing-house IT/CCTV scope
Oriental Dyeing & Printing Mill Pvt Ltd|Textile Manufacturing|Dyeing & Printing (processing house)|Pandesara|Plot No 574-576, GIDC Industrial Estate, Dr Ambedkar Road, Pandesara, Surat 394221|https://www.justdial.com/Surat/Oriental-Dyeing-Printing-Mill-Pvt-Ltd-Pandesara/0261PX261-X261-110304115331-M8K1_BZDET|||https://www.justdial.com/Surat/Oriental-Dyeing-Printing-Mill-Pvt-Ltd-Pandesara/0261PX261-X261-110304115331-M8K1_BZDET|JustDial|Mid: dyeing & printing mill, large Pandesara plot|ERP/Tally servers; billing & design PCs; large-area CCTV; networking + Wi-Fi; biometric attendance; AMC|Operating processing house in GIDC Pandesara|Multi-plot processing facility|68|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Large multi-plot footprint = strong CCTV/network opportunity
Ashoka Dyeing And Printing Mill Pvt Ltd|Textile Manufacturing|Dyeing & Printing (processing house)|Pandesara|Pandesara, Surat 394221|https://www.justdial.com/Surat/Ashoka-Dyeing-And-Printing-Mill-PVTLTD-Surat-Pandesara/0261PX261-X261-110105214150-D2F3_BZDET|||https://www.justdial.com/Surat/Ashoka-Dyeing-And-Printing-Mill-PVTLTD-Surat-Pandesara/0261PX261-X261-110105214150-D2F3_BZDET|JustDial|Mid: dyeing & printing mill, Pandesara|ERP/Tally servers; billing & design PCs; large-area CCTV; networking + Wi-Fi; biometric attendance; AMC|Operating processing house in Pandesara cluster|Processing capacity in GIDC|66|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Listed processing house; standard mill IT/CCTV scope
J.R. Dyeing & Printing Mills Pvt Ltd|Textile Manufacturing|Dyeing & Printing (processing house)|Pandesara|GIDC Main Road, GIDC, Pandesara, Surat 394221|https://www.exportersindia.com/jrdyeing/|||https://www.exportersindia.com/jrdyeing/|ExportersIndia|Mid: fabric processing, designing, dyeing & printing|ERP/Tally servers; billing & design PCs; large-area CCTV; networking + Wi-Fi; biometric attendance; AMC|Fabric processing + designing services|Processing + design operations|66|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Processing house on GIDC Main Road; design + processing IT need
Luthra Dyeing & Printing Mills|Textile Manufacturing|Dyeing & Printing (processing house)|Pandesara|Pandesara, Surat, Gujarat|https://www.exportersindia.com/luthra-dyeing-3761061/|||https://www.exportersindia.com/luthra-dyeing-3761061/|ExportersIndia|Small-mid: fabrics & dyeing|ERP/Tally servers; billing PCs; CCTV; networking + Wi-Fi; biometric attendance; AMC|Operating dyeing/printing in Pandesara|Processing operations|62|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Pandesara processing unit; standard IT/CCTV scope
Jay Bharat Dyeing & Printing Mills|Textile Manufacturing|Dyeing & Printing (processing house)|Palsana (Kadodara Char Rasta)|Plot No. 216, Kadodara Char Rasta, Taluka Palsana, Surat|https://www.mapsofindia.com/whitepages/businesses/index/jaybhadye|||https://www.mapsofindia.com/whitepages/businesses/index/jaybhadye|Maps of India|Mid: processing of man-made fabrics|ERP/Tally servers; billing & design PCs; large-area CCTV; networking + Wi-Fi; biometric attendance; AMC|Man-made fabric processing in Palsana/Kadodara cluster|Processing capacity Palsana belt|66|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Palsana-Kadodara processing house; CCTV/network opportunity
Laxminarayan Industries|Textile Manufacturing|Dyeing & Printing (integrated processing)|Palsana (Baleshwar)|283, Laxminarayan Industrial Estate, NH No. 8, Village Baleshwar, Tal. Palsana, Surat|https://madhusudangroup.com/dyeing-printing-mills/|||https://madhusudangroup.com/dyeing-printing-mills/|Company website|Mid-large: fully integrated fabric + yarn dyeing + printing; U-Tube Jets, HT/HP machines, computerised colour matching|ERP/Tally servers; billing & design PCs; large-area CCTV; networking + Wi-Fi; biometric attendance; AMC|Integrated dyeing + value-added printing; modern machines|Computerised colour matching, HT/HP jets|72|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Integrated processing with computerised systems = strong IT/network fit
Ganga Fashions Pvt Ltd|Textile Manufacturing|Dyeing & Processing (EPC member)|Pandesara|Plot No. 287, GIDC, Pandesara, Surat 394221|http://www.txcindia.gov.in/html/Consolidated%20list%20of%20EPC%20member%20units%20yet%20to%20submit%20returns%20online.pdf|||http://www.txcindia.gov.in/html/Consolidated%20list%20of%20EPC%20member%20units%20yet%20to%20submit%20returns%20online.pdf|Govt EPC member list|Mid: textile processing/export unit, GIDC Pandesara|ERP/Tally servers; billing & design PCs; large-area CCTV; networking + Wi-Fi; biometric attendance; AMC|Export Promotion Council member; export operations|EPC-registered exporter|66|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Govt EPC-listed unit in Pandesara; processing/export IT need
Tulsi Syntex Pvt Ltd|Textile Manufacturing|Synthetic fabric / Processing (EPC member)|Pandesara|Plot No. 123-124, GIDC, Pandesara, Surat 394221|http://www.txcindia.gov.in/html/Consolidated%20list%20of%20EPC%20member%20units%20yet%20to%20submit%20returns%20online.pdf|||http://www.txcindia.gov.in/html/Consolidated%20list%20of%20EPC%20member%20units%20yet%20to%20submit%20returns%20online.pdf|Govt EPC member list|Mid: synthetic textile/export unit, GIDC Pandesara|ERP/Tally servers; billing & shop-floor PCs; large-area CCTV; networking + Wi-Fi; biometric attendance; AMC|EPC member exporter; synthetic fabric operations|EPC-registered exporter|64|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Govt EPC-listed synthetic textile unit; multi-plot Pandesara footprint
Hariom Zarilon Pvt Ltd|Textile Manufacturing|Zari / Synthetic textile (EPC member)|Pandesara|550-551, GIDC, Pandesara, Surat 394221|http://www.txcindia.gov.in/html/Consolidated%20list%20of%20EPC%20member%20units%20yet%20to%20submit%20returns%20online.pdf|||http://www.txcindia.gov.in/html/Consolidated%20list%20of%20EPC%20member%20units%20yet%20to%20submit%20returns%20online.pdf|Govt EPC member list|Mid: zari/textile export unit, GIDC Pandesara|ERP/Tally servers; billing PCs; CCTV; networking + Wi-Fi; biometric attendance; AMC|EPC member exporter; zari/textile production|EPC-registered exporter|62|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Govt EPC-listed zari/textile unit in Pandesara
Bright Weaves Pvt Ltd|Textile Manufacturing|Weaving (EPC member)|Pandesara|Plot No. 130, Jay Jalaram Industrial Society, Pandesara, Surat 394221|http://www.txcindia.gov.in/html/Consolidated%20list%20of%20EPC%20member%20units%20yet%20to%20submit%20returns%20online.pdf|||http://www.txcindia.gov.in/html/Consolidated%20list%20of%20EPC%20member%20units%20yet%20to%20submit%20returns%20online.pdf|Govt EPC member list|Mid: weaving/export unit, Pandesara|ERP/Tally servers; shop-floor & billing PCs; large-area CCTV; networking + Wi-Fi; biometric attendance; AMC|EPC member exporter; weaving operations|EPC-registered exporter|64|B|Owner/Director or Factory manager|Existence-verified (contact pending)|Govt EPC-listed weaving unit; shop-floor IT/CCTV need
Udhna Textile Weaving Mills|Textile Manufacturing|Weaving/Knitting (woven + knit fabric)|Udhna|Udhna, Surat, Gujarat|https://www.udhnatextiles.com/|||https://www.udhnatextiles.com/|Company website|Mid-large: est. 1972; weaving, knitting, dyeing & finishing; vertically integrated|ERP servers; shop-floor & billing PCs; large-area CCTV; networking + Wi-Fi; biometric attendance; AMC|Vertically integrated weave+knit+dye; bulk + customized|Integrated weave-knit-dye operations|72|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Long-established integrated mill; broad shop-floor IT/CCTV scope
Mahira Textiles|Textile Manufacturing|Weaving (airjet)|Surat|Surat, Gujarat (airjet fabric manufacturer)|https://www.mahiratextile.com/|||https://www.mahiratextile.com/|Company website|Mid-large: 100K+ m/week airjet capacity, 24/7 operations|ERP servers; shop-floor & billing PCs; large-area multi-shed CCTV; networking + Wi-Fi; biometric attendance; AMC|High-volume 24/7 airjet weaving; B2B bulk export|24/7 high-capacity airjet operations|74|B|Owner/Director or Factory manager|Existence-verified (contact pending)|24/7 airjet weaver; strong shop-floor IT + surveillance need
Ajmera Fashion Ltd|Textile Manufacturing|Fabric/Saree manufacturing|Ring Road|G-1, Ground Floor, Surana 101, Sahara Darwaja, Ring Road, Surat 395002|https://www.ajmerafashion.com/|+91-8849429440||https://www.ajmerafashion.com/contact-us.htm|Company website|Large: 32+ yr legacy; sarees, fabrics, RMG; exports to 30+ countries|ERP servers; design, billing & warehouse PCs; large-area CCTV; networking + Wi-Fi; biometric attendance; AMC|Large multi-office operation; export growth|Multi-office (Ring Road + Vesu); export expansion|76|A|Owner/Director or Admin manager|Contact found|Major saree/fabric brand with multiple offices = multi-site network/CCTV opportunity
Skilled Industries|Textile Manufacturing|Textile machinery (dyeing/processing)|Sachin GIDC|5412, Road No 54, Sachin GIDC, Sachin, Surat|https://www.skilledindustries.com/|||https://www.skilledindustries.com/|Company website|Mid: est. 1989; mfr/exporter of jet dyeing, soft flow, winch, jigger, beam machines|ERP servers; design (CAD) & billing PCs; CCTV across machine-build shop; networking + Wi-Fi; biometric attendance; AMC|Machinery manufacturer/exporter; ongoing production|Export of processing machinery|66|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Machinery maker; CAD/design + shop-floor IT and CCTV need
Sun Textile Engineers|Textile Manufacturing|Textile machinery (dyeing/processing)|Sachin GIDC|Sachin GIDC, Surat, Gujarat|https://www.suntextile.in/|||https://www.suntextile.in/|Company website|Mid: mfr/exporter of soft flow & jet dyeing machines, thermic heaters, boilers, hydro extractors|ERP servers; CAD/design & billing PCs; CCTV; networking + Wi-Fi; biometric attendance; AMC|Machinery manufacturer/exporter; broad product line|Diverse machinery product range|64|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Dyeing machinery maker; design + shop-floor IT/CCTV scope
Bhagyarekha Engineers Pvt Ltd|Textile Manufacturing|Textile machinery (dyeing)|Sachin GIDC|A-2, 6/102, GIDC Sachin, Sachin, Surat 394230|https://www.devrekha.com/|||https://www.devrekha.com/|Company website|Mid: mfr of dyeing machines, jet dyeing, air receiver tanks, heat exchangers|ERP servers; CAD/design & billing PCs; CCTV; networking + Wi-Fi; biometric attendance; AMC|Machinery manufacturer; pressure-vessel + dyeing lines|Dyeing machine + vessel production|62|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Dyeing machine + vessel maker; design/shop-floor IT/CCTV need
Apex Engineers|Textile Manufacturing|Textile machinery (dyeing)|Sachin GIDC|Sachin Industrial Park, Flyover Ends Towards Hazira GIDC Sachin, Surat|https://www.justdial.com/Surat/Apex-Engineers-Sachin-Industrial-Park-Flyover-Ends-Towards-Hazira-Gidc-Sachin/0261PX261-X261-191128211453-P4X2_BZDET|||https://www.justdial.com/Surat/Apex-Engineers-Sachin-Industrial-Park-Flyover-Ends-Towards-Hazira-Gidc-Sachin/0261PX261-X261-191128211453-P4X2_BZDET|JustDial|Small-mid: dyeing machine manufacturer|ERP/Tally servers; CAD & billing PCs; CCTV; networking + Wi-Fi; biometric attendance; AMC|Machinery manufacturer in Sachin GIDC|Dyeing machinery production|60|B|Owner/Director|Existence-verified (contact pending)|Dyeing machine maker; basic design/shop-floor IT/CCTV scope
Paramount Looms Pvt Ltd|Textile Manufacturing|Textile machinery (weaving looms)|Kim-Mandvi|Block No. 64, Plot No. B-1/B-2, Behind Bansidhar Cinema, Opp. Karanj Police Chowki, Kim-Mandvi, Surat 394530|https://www.paramountlooms.com/about-best-looms-manufacturer-in-surat/|||https://www.paramountlooms.com/about-best-looms-manufacturer-in-surat/|Company website|Mid-large: est. 2012; mfr of rapier, airjet, waterjet, jacquard, dobby looms|ERP servers; CAD/design & billing PCs; large-area CCTV across machine-build plant; networking + Wi-Fi; biometric attendance; AMC|Leading loom manufacturer/exporter; broad machine range|High-performance loom production scale|72|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Major loom maker; large build-shop = strong CCTV/network/server need
Premier Looms Mftrs Pvt Ltd|Textile Manufacturing|Textile machinery (weaving looms)|Surat|Surat (state-of-the-art loom manufacturing unit)|https://www.premierloom.net/|||https://www.premierloom.net/|Company website|Mid-large: mfr/exporter of rapier looms, rapier dobby, spinning machinery|ERP servers; CAD/design & billing PCs; large-area CCTV; networking + Wi-Fi; biometric attendance; AMC|Weaving + spinning machinery export leader|State-of-the-art manufacturing plant|68|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Loom/spinning machinery maker; design + shop-floor IT/CCTV scope
Army Looms & Textiles Company|Textile Manufacturing|Textile machinery (weaving looms)|Surat|Surat, Gujarat|https://www.armylooms.in/|||https://www.armylooms.in/|Company website|Mid: mfr/exporter of rapier, power loom, jacquard, waterjet looms|ERP servers; CAD/design & billing PCs; CCTV; networking + Wi-Fi; biometric attendance; AMC|Loom manufacturer/exporter; multi-machine range|Jacquard + waterjet loom production|64|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Loom maker; design/shop-floor IT/CCTV need
Weavetech Engineers Ltd|Textile Manufacturing|Textile machinery (weaving looms)|Surat|Surat, Gujarat|https://www.weavetech.in/power-loom-machine.html|||https://www.weavetech.in/power-loom-machine.html|Company website|Mid: mfr of automatic power loom + rapier electronic jacquard weaving machines|ERP servers; CAD/design & billing PCs; CCTV; networking + Wi-Fi; biometric attendance; AMC|Automatic loom + electronic jacquard production|Electronic jacquard weaving lines|64|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Automatic loom maker; design/shop-floor IT/CCTV scope
Sapru Machines Pvt Ltd|Textile Manufacturing|Textile machinery (uptwisters/yarn)|Surat|Surat, Gujarat|http://www.saprumachines.com/|||http://www.saprumachines.com/|Company website|Mid: mfr/exporter of textile machinery incl. uptwisters|ERP servers; CAD/design & billing PCs; CCTV; networking + Wi-Fi; biometric attendance; AMC|Machinery manufacturer/exporter|Uptwister machinery production|62|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Yarn machinery maker; design + shop-floor IT/CCTV need
Vishwakarma Engineering Works|Textile Manufacturing|Textile machinery (calendering/embossing)|Bhestan|Plot No. B/1/73-74, Bhagwati Industrial Estate, Near Navin Flourine, Bhestan, Surat 395023|https://www.vishwakarmaengineeringwork.com/|||https://www.vishwakarmaengineeringwork.com/|Company website|Small-mid: mfr of textile/calendering/embossing machines|ERP/Tally servers; CAD & billing PCs; CCTV; networking + Wi-Fi; biometric attendance; AMC|Machinery manufacturer; calendering/embossing lines|Calendering/embossing machine production|58|C|Owner/Director|Existence-verified (contact pending)|Machinery maker in Bhestan; basic design/shop-floor IT/CCTV scope
Om Satya Exim Pvt Ltd|Textile Manufacturing|Textile machinery (embroidery)|Surat|Annpurna Textile Market, Surat, Gujarat|https://www.indiamart.com/omsatyaexim/|||https://www.indiamart.com/omsatyaexim/|IndiaMART|Mid: est. 1996; mfr of computerized embroidery, jacquard + flat knitting machines|ERP servers; CAD/design & billing PCs; CCTV; networking + Wi-Fi; biometric attendance; AMC|Embroidery + knitting machinery manufacturer|Computerized machine production|62|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Embroidery machinery maker; design + showroom IT/CCTV need
Indo Asia Machines Pvt Ltd|Textile Manufacturing|Textile machinery (embroidery/weaving)|Surat|Surat, Gujarat|https://www.textileinfomedia.com/INDO-ASIA-MACHINES-PVT-LTD|||https://www.textileinfomedia.com/INDO-ASIA-MACHINES-PVT-LTD|TextileInfomedia directory|Mid: est. 2007; mfr/supplier of embroidery, printing, weaving machines|ERP servers; CAD/design & billing PCs; CCTV; networking + Wi-Fi; biometric attendance; AMC|Multi-category textile machinery supplier|Embroidery + weaving + printing lines|62|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Machinery maker/supplier; design/showroom IT/CCTV scope
Surbhi (Surbhi Group - Embroidery unit)|Textile Manufacturing|Embroidery (Schiffli/multihead)|Sachin GIDC / Karanj|Sachin GIDC + Karanj, Surat|https://www.surbhi.com/embroidery|||https://www.surbhi.com/embroidery|Company website|Large: LASSER Swiss Schiffli + 100+ multihead fancy embroidery machines|ERP servers; design (digitizing) & billing PCs; large-area CCTV; networking + Wi-Fi; biometric attendance; AMC|One of India's largest embroidery units; ongoing expansion|100+ multihead + Swiss Schiffli fleet|80|A|Owner/Director or Admin manager|Existence-verified (contact pending)|Very large embroidery operation; high-value design/network/CCTV scope
Creative Trendz|Textile Manufacturing|Embroidery (Schiffli)|Surat|Surat, Gujarat|https://www.creativetrendz.com/|||https://www.creativetrendz.com/|Company website|Mid: Schiffli embroidered fabrics + laces; Swiss LASSER computerized machines|ERP servers; design/digitizing & billing PCs; CCTV; networking + Wi-Fi; biometric attendance; AMC|Computerized Swiss embroidery technology|Swiss LASSER machine adoption|66|B|Owner/Director or Admin manager|Existence-verified (contact pending)|Schiffli embroidery maker; design + shop-floor IT/CCTV need
Majisa Fabtex|Textile Manufacturing|Embroidery (Schiffli)|Surat|Surat, Gujarat|https://www.majisafabtex.com/|||https://www.majisafabtex.com/|Company website|Small-mid: Schiffli embroidery fabric manufacturer|ERP/Tally servers; design & billing PCs; CCTV; networking + Wi-Fi; biometric attendance; AMC|Schiffli embroidery fabric production|Embroidery fabric operations|58|C|Owner/Director|Existence-verified (contact pending)|Schiffli embroidery unit; basic design/shop-floor IT/CCTV scope
Rajashwi Fashion Hub|Textile Manufacturing|Embroidery (Schiffli) + Digital print|Surat|Surat, Gujarat|https://www.rajashwifashionhub.com/|||https://www.rajashwifashionhub.com/|Company website|Small-mid: est. 2020; Schiffli + digital printed fabric manufacturer/exporter|ERP/Tally servers; design & billing PCs; CCTV; networking + Wi-Fi; biometric attendance; AMC|Newer firm (2020); digital print + embroidery growth|Digital printing + embroidery scale-up|62|B|Owner/Director|Existence-verified (contact pending)|Growing 2020-founded embroidery+print firm; modernization opportunity
